lsoa,N,status
E01033058,3,outside_london
E01023527,3,outside_london
E01030679,3,outside_london
E01008068,3,outside_london
E01015847,3,outside_london
E01031951,3,outside_london
E01024263,3,outside_london
E01033497,3,outside_london
E01013332,3,outside_london
E01030811,3,outside_london
E01030825,3,outside_london
E01015371,3,outside_london
E01026741,3,outside_london
E01024858,3,outside_london
E01016807,3,outside_london
E01026760,3,outside_london
E01024111,3,outside_london
E01021588,3,outside_london
E01024217,3,outside_london
E01022937,3,outside_london
E01031658,3,outside_london
E01024422,3,outside_london
E01017195,3,outside_london
E01014293,3,outside_london
E01030828,3,outside_london
E01023867,3,outside_london
E01024013,3,outside_london
E01022480,3,outside_london
E01021846,3,outside_london
E01021230,3,outside_london
E01032958,3,outside_london
E01009378,3,outside_london
E01021502,3,outside_london
E01025718,3,outside_london
E01032898,3,outside_london
E01011372,3,outside_london
E01033688,3,outside_london
E01007854,3,outside_london
E01016495,3,outside_london
E01016444,3,outside_london
E01010369,3,outside_london
E01023907,3,outside_london
E01016585,3,outside_london
E01026524,3,outside_london
E01030478,3,outside_london
E01016762,3,outside_london
E01028647,3,outside_london
E01030838,3,outside_london
E01009014,3,outside_london
E01005430,3,outside_london
E01007041,3,outside_london
E01028660,3,outside_london
E01009881,3,outside_london
E01019308,3,outside_london
E01013750,3,outside_london
E01005331,3,outside_london
E01021956,3,outside_london
E01016460,3,outside_london
E01032716,3,outside_london
E01023808,3,outside_london
E01015980,3,outside_london
E01024786,3,outside_london
E01024819,3,outside_london
E01020579,3,outside_london
E01023289,3,outside_london
E01028468,3,outside_london
E01033171,3,outside_london
E01030348,3,outside_london
E01024339,3,outside_london
E01005217,3,outside_london
E01015639,3,outside_london
E01032858,3,outside_london
E01015895,3,outside_london
E01024665,3,outside_london
E01031470,3,outside_london
E01030332,3,outside_london
E01012891,3,outside_london
E01016146,3,outside_london
E01026860,3,outside_london
E01030832,3,outside_london
E01024635,3,outside_london
E01026468,3,outside_london
E01024069,3,outside_london
E01030162,3,outside_london
E01024110,3,outside_london
E01025704,3,outside_london
E01016135,3,outside_london
E01030947,3,outside_london
E01018418,3,outside_london
E01020910,3,outside_london
E01028832,3,outside_london
E01015871,3,outside_london
E01023811,3,outside_london
E01021208,3,outside_london
E01030976,3,outside_london
E01022213,3,outside_london
E01026251,3,outside_london
E01024812,3,outside_london
E01023882,3,outside_london
E01017523,3,outside_london
E01016951,3,outside_london
E01014528,3,outside_london
E01017445,3,outside_london
E01015786,3,outside_london
E01031727,3,outside_london
E01027259,3,outside_london
E01017225,3,outside_london
E01030763,3,outside_london
E01023943,3,outside_london
E01008953,3,outside_london
E01021405,3,outside_london
E01016903,3,outside_london
E01018455,3,outside_london
E01031721,3,outside_london
E01031767,3,outside_london
E01033406,3,outside_london
E01017080,3,outside_london
E01033029,3,outside_london
E01017893,3,outside_london
E01021251,3,outside_london
E01014463,3,outside_london
W01001694,3,outside_london
W01000518,3,outside_london
E01019283,3,outside_london
E01021760,3,outside_london
E01013322,3,outside_london
E01023679,3,outside_london
E01030817,3,outside_london
E01022023,3,outside_london
E01023812,3,outside_london
E01015245,3,outside_london
E01032378,3,outside_london
E01017927,3,outside_london
E01022540,3,outside_london
E01010854,3,outside_london
E01022143,3,outside_london
E01009619,3,outside_london
E01023496,3,outside_london
E01024394,3,outside_london
E01028620,3,outside_london
E01022514,3,outside_london
E01009263,3,outside_london
E01017555,3,outside_london
E01021593,3,outside_london
E01030602,3,outside_london
E01010030,3,outside_london
E01015220,3,outside_london
E01017476,3,outside_london
E01016953,3,outside_london
E01023315,3,outside_london
E01024072,3,outside_london
W01001815,3,outside_london
E01031540,3,outside_london
E01017795,3,outside_london
E01017792,3,outside_london
E01024247,3,outside_london
E01020915,3,outside_london
E01026628,3,outside_london
E01018206,3,outside_london
E01015756,3,outside_london
E01017831,3,outside_london
E01023779,3,outside_london
E01023755,3,outside_london
E01007130,3,outside_london
E01017907,3,outside_london
E01021243,3,outside_london
E01021524,3,outside_london
E01021614,3,outside_london
E01024157,3,outside_london
E01024299,3,outside_london
E01023694,3,outside_london
E01024619,3,outside_london
E01015990,3,outside_london
E01024732,3,outside_london
E01030282,3,outside_london
E01027330,3,outside_london
E01016582,3,outside_london
E01033630,3,outside_london
E01033565,3,outside_london
E01014694,3,outside_london
E01017743,3,outside_london
E01017775,3,outside_london
E01026726,3,outside_london
E01015712,3,outside_london
E01016115,3,outside_london
E01016447,3,outside_london
E01028669,3,outside_london
E01006832,3,outside_london
E01033311,3,outside_london
E01031988,3,outside_london
E01016661,3,outside_london
E01017631,3,outside_london
E01033645,3,outside_london
E01009655,3,outside_london
E01029949,3,outside_london
E01005288,3,outside_london
W01001913,3,outside_london
E01028516,3,outside_london
E01021203,3,outside_london
E01023941,3,outside_london
E01031810,3,outside_london
E01021308,3,outside_london
E01004850,3,outside_london
E01013697,3,outside_london
E01024396,3,outside_london
E01016026,3,outside_london
E01008124,3,outside_london
E01032714,3,outside_london
E01023954,3,outside_london
E01023270,3,outside_london
E01009141,3,outside_london
E01010851,3,outside_london
E01023328,3,outside_london
E01004979,3,outside_london
E01019002,3,outside_london
E01023401,3,outside_london
E01019612,3,outside_london
E01031752,3,outside_london
E01027216,3,outside_london
E01008463,3,outside_london
E01015595,3,outside_london
E01021928,3,outside_london
E01024467,3,outside_london
E01033046,3,outside_london
E01024727,3,outside_london
E01016304,3,outside_london
E01032377,3,outside_london
E01021260,3,outside_london
E01021274,3,outside_london
E01021283,3,outside_london
E01016182,3,outside_london
E01033356,3,outside_london
E01024100,3,outside_london
E01021674,3,outside_london
E01024191,3,outside_london
E01026671,3,outside_london
E01016039,3,outside_london
E01030540,3,outside_london
E01033410,3,outside_london
E01016518,3,outside_london
E01017276,3,outside_london
E01014356,3,outside_london
E01020913,3,outside_london
E01016033,3,outside_london
E01016029,3,outside_london
E01023650,3,outside_london
E01024425,3,outside_london
E01030824,3,outside_london
E01023872,3,outside_london
E01016966,3,outside_london
E01021543,3,outside_london
E01009565,3,outside_london
E01021866,3,outside_london
E01015054,3,outside_london
E01016395,3,outside_london
E01024582,3,outside_london
E01023833,3,outside_london
E01033431,3,outside_london
E01028504,3,outside_london
E01023503,3,outside_london
E01024260,3,outside_london
E01024388,3,outside_london
E01033180,3,outside_london
E01016391,3,outside_london
E01024517,3,outside_london
E01015862,3,outside_london
E01015849,3,outside_london
E01021278,3,outside_london
E01009482,3,outside_london
W01001741,3,outside_london
E01021798,3,outside_london
E01022264,3,outside_london
E01026635,3,outside_london
E01015700,3,outside_london
E01016176,3,outside_london
E01016814,3,outside_london
E01030580,3,outside_london
E01021102,3,outside_london
E01015900,3,outside_london
E01029649,3,outside_london
E01024801,3,outside_london
E01011913,3,outside_london
E01030893,3,outside_london
E01017577,3,outside_london
E01017618,3,outside_london
E01018467,3,outside_london
E01024200,3,outside_london
E01016149,3,outside_london
E01017051,3,outside_london
E01024590,3,outside_london
E01030819,3,outside_london
E01014115,3,outside_london
E01010263,3,outside_london
E01023887,3,outside_london
E01030244,3,outside_london
E01032814,3,outside_london
E01008883,3,outside_london
E01033285,3,outside_london
E01016915,3,outside_london
W01001871,3,outside_london
E01022601,3,outside_london
E01024318,3,outside_london
E01026853,3,outside_london
E01030638,3,outside_london
E01023731,3,outside_london
E01024699,3,outside_london
E01009043,3,outside_london
E01016871,3,outside_london
E01032516,3,outside_london
E01023454,3,outside_london
E01021003,3,outside_london
E01017178,3,outside_london
E01023669,3,outside_london
E01021255,3,outside_london
E01033242,3,outside_london
E01014632,3,outside_london
E01028449,3,outside_london
E01009622,3,outside_london
E01029407,3,outside_london
E01021824,3,outside_london
E01027127,3,outside_london
E01005097,3,outside_london
E01030614,3,outside_london
E01016469,3,outside_london
E01016308,3,outside_london
E01031848,3,outside_london
E01008905,3,outside_london
E01021479,3,outside_london
E01028481,3,outside_london
E01023436,3,outside_london
E01024305,3,outside_london
E01028258,3,outside_london
E01023594,3,outside_london
E01033438,3,outside_london
E01016370,3,outside_london
E01024645,3,outside_london
E01010599,3,outside_london
E01026478,3,outside_london
E01017009,3,outside_london
E01016857,3,outside_london
E01023511,3,outside_london
E01026596,3,outside_london
E01015778,3,outside_london
E01005195,3,outside_london
E01017244,3,outside_london
E01023906,3,outside_london
E01009136,3,outside_london
E01021431,3,outside_london
E01014731,3,outside_london
E01018067,3,outside_london
E01008216,3,outside_london
E01021851,3,outside_london
E01021014,3,outside_london
W01001693,3,outside_london
E01013977,3,outside_london
E01024459,3,outside_london
E01030890,3,outside_london
E01017840,3,outside_london
E01021401,3,outside_london
E01014527,3,outside_london
E01019763,3,outside_london
E01030530,3,outside_london
E01017022,3,outside_london
E01030622,3,outside_london
E01033281,3,outside_london
E01024486,3,outside_london
E01012277,3,outside_london
E01023218,3,outside_london
E01023245,3,outside_london
E01010422,3,outside_london
E01021422,3,outside_london
E01024222,3,outside_london
E01023482,3,outside_london
E01021792,3,outside_london
E01031671,3,outside_london
E01016155,3,outside_london
E01013813,3,outside_london
E01015636,3,outside_london
E01016487,3,outside_london
E01016472,3,outside_london
E01017148,3,outside_london
E01024662,3,outside_london
E01031562,3,outside_london
E01024235,3,outside_london
E01020912,3,outside_london
E01021902,3,outside_london
E01005183,3,outside_london
E01016828,3,outside_london
E01029793,3,outside_london
E01005812,3,outside_london
E01030163,3,outside_london
E01023830,3,outside_london
E01022084,3,outside_london
E01023952,3,outside_london
E01006232,3,outside_london
E01010466,3,outside_london
E01027967,3,outside_london
E01017710,3,outside_london
E01009393,3,outside_london
E01004826,3,outside_london
E01017405,3,outside_london
E01021626,3,outside_london
E01026958,3,outside_london
E01009604,3,outside_london
E01027011,3,outside_london
E01009843,3,outside_london
E01023460,3,outside_london
E01021870,3,outside_london
E01013743,3,outside_london
E01028596,3,outside_london
E01021140,3,outside_london
E01021121,3,outside_london
E01023095,3,outside_london
E01024442,3,outside_london
E01024508,3,outside_london
E01010192,3,outside_london
W01000833,3,outside_london
E01021993,3,outside_london
E01022078,3,outside_london
E01028723,3,outside_london
E01016568,3,outside_london
E01016555,3,outside_london
E01010525,3,outside_london
E01021344,3,outside_london
E01022478,3,outside_london
E01026026,3,outside_london
E01015315,3,outside_london
E01017975,3,outside_london
E01024059,3,outside_london
E01009554,3,outside_london
E01033509,3,outside_london
E01027227,3,outside_london
E01033440,3,outside_london
E01030643,3,outside_london
E01030594,3,outside_london
E01030716,3,outside_london
E01017479,3,outside_london
E01021347,3,outside_london
W01001802,3,outside_london
W01001726,3,outside_london
E01018781,3,outside_london
E01031581,3,outside_london
E01024373,3,outside_london
E01016057,3,outside_london
E01005371,3,outside_london
E01015615,3,outside_london
E01005590,3,outside_london
E01028625,3,outside_london
E01024612,3,outside_london
E01021970,3,outside_london
E01021989,3,outside_london
E01031991,3,outside_london
E01016566,3,outside_london
E01031422,3,outside_london
E01017472,3,outside_london
E01012686,3,outside_london
E01014623,3,outside_london
E01013455,3,outside_london
E01033131,3,outside_london
E01011342,3,outside_london
E01032599,3,outside_london
E01032981,3,outside_london
E01027503,3,outside_london
E01030579,3,outside_london
E01005667,3,outside_london
E01022034,3,outside_london
E01030230,3,outside_london
E01030900,3,outside_london
E01030966,3,outside_london
E01030990,3,outside_london
E01017928,3,outside_london
E01021324,3,outside_london
E01017489,3,outside_london
E01009049,3,outside_london
E01021578,3,outside_london
E01033387,3,outside_london
E01009566,3,outside_london
E01015769,3,outside_london
E01016148,3,outside_london
E01016150,3,outside_london
E01016778,3,outside_london
E01017266,3,outside_london
E01009380,3,outside_london
E01014526,3,outside_london
E01028435,3,outside_london
E01021651,3,outside_london
E01013566,3,outside_london
E01031614,3,outside_london
E01033129,3,outside_london
E01013688,3,outside_london
E01015754,3,outside_london
E01024355,3,outside_london
E01024384,3,outside_london
E01033519,3,outside_london
E01030510,3,outside_london
W01000589,3,outside_london
E01030637,3,outside_london
E01010054,3,outside_london
E01030833,3,outside_london
E01023819,3,outside_london
E01024768,3,outside_london
E01030879,3,outside_london
E01016547,3,outside_london
E01021309,3,outside_london
E01023317,3,outside_london
E01023331,3,outside_london
E01021650,3,outside_london
E01031577,3,outside_london
E01023438,3,outside_london
E01023519,3,outside_london
E01024274,3,outside_london
E01022975,3,outside_london
E01023583,3,outside_london
E01024336,3,outside_london
E01024405,3,outside_london
E01033665,3,outside_london
E01016783,3,outside_london
E01005350,3,outside_london
E01021938,3,outside_london
E01022043,3,outside_london
E01024658,3,outside_london
E01024028,3,outside_london
E01009059,3,outside_london
E01026006,3,outside_london
E01018621,3,outside_london
E01031500,3,outside_london
E01009811,3,outside_london
E01031679,3,outside_london
E01025129,3,outside_london
E01013661,3,outside_london
E01015698,3,outside_london
E01016151,3,outside_london
E01016835,3,outside_london
E01016726,3,outside_london
E01030552,3,outside_london
E01024850,3,outside_london
E01022076,3,outside_london
E01014371,3,outside_london
E01017475,3,outside_london
E01009224,3,outside_london
E01032969,3,outside_london
E01016780,3,outside_london
E01015882,3,outside_london
E01008735,3,outside_london
E01023951,3,outside_london
E01009202,3,outside_london
E01016191,3,outside_london
E01023486,3,outside_london
E01026114,3,outside_london
E01030425,3,outside_london
E01031661,3,outside_london
E01030021,3,outside_london
E01015804,3,outside_london
E01016132,3,outside_london
E01015939,3,outside_london
E01028696,3,outside_london
E01016634,3,outside_london
E01021301,3,outside_london
E01009088,3,outside_london
E01033629,3,outside_london
E01023396,3,outside_london
E01020941,3,outside_london
E01024288,3,outside_london
E01024390,3,outside_london
E01021880,3,outside_london
E01016848,3,outside_london
E01015413,3,outside_london
E01016364,3,outside_london
E01024524,3,outside_london
E01029225,3,outside_london
E01006186,3,outside_london
E01006369,3,outside_london
E01009000,3,outside_london
E01017997,3,outside_london
E01018003,3,outside_london
E01017430,3,outside_london
E01023374,3,outside_london
E01013523,3,outside_london
E01013565,3,outside_london
E01022890,3,outside_london
E01013756,3,outside_london
E01024391,3,outside_london
E01021900,3,outside_london
E01005108,3,outside_london
E01016141,3,outside_london
E01015462,3,outside_london
E01016412,3,outside_london
E01015820,3,outside_london
E01030727,3,outside_london
E01022093,3,outside_london
E01031262,3,outside_london
E01023873,3,outside_london
E01030987,3,outside_london
E01016646,3,outside_london
E01016674,3,outside_london
E01021336,3,outside_london
E01009289,3,outside_london
E01008964,3,outside_london
E01011084,3,outside_london
E01015710,3,outside_london
E01033407,3,outside_london
E01007667,3,outside_london
E01027264,3,outside_london
E01024626,3,outside_london
E01022049,3,outside_london
E01033611,3,outside_london
E01023903,3,outside_london
E01014706,3,outside_london
E01021722,3,outside_london
E01009647,3,outside_london
E01020998,3,outside_london
E01021047,3,outside_london
E01029604,3,outside_london
E01027257,3,outside_london
E01017806,3,outside_london
E01015904,3,outside_london
E01026912,3,outside_london
E01024572,3,outside_london
E01016587,3,outside_london
E01021247,3,outside_london
E01022494,3,outside_london
E01012698,3,outside_london
E01004869,3,outside_london
E01014654,3,outside_london
E01017989,3,outside_london
E01021576,3,outside_london
E01021613,3,outside_london
E01023493,3,outside_london
E01027188,3,outside_london
E01005694,3,outside_london
E01016498,3,outside_london
E01016471,3,outside_london
E01028646,3,outside_london
E01014345,3,outside_london
E01022041,3,outside_london
E01031781,3,outside_london
E01017859,3,outside_london
E01004886,3,outside_london
E01015772,3,outside_london
E01015775,3,outside_london
E01030542,3,outside_london
E01027132,3,outside_london
E01023773,3,outside_london
E01024796,3,outside_london
E01023912,3,outside_london
E01018624,3,outside_london
E01030456,3,outside_london
E01030013,3,outside_london
E01006778,3,outside_london
E01030055,3,outside_london
E01030715,3,outside_london
E01024559,3,outside_london
E01022031,3,outside_london
W01001413,3,outside_london
E01012854,3,outside_london
E01021048,3,outside_london
E01026848,3,outside_london
E01023697,3,outside_london
E01030091,3,outside_london
E01021315,3,outside_london
E01021281,3,outside_london
E01013488,3,outside_london
E01034834,3,outside_london
E01024361,3,outside_london
E01015609,3,outside_london
E01015613,3,outside_london
E01030617,3,outside_london
E01031437,3,outside_london
E01029920,3,outside_london
E01014653,3,outside_london
E01031596,3,outside_london
E01030300,3,outside_london
E01024261,3,outside_london
E01005216,3,outside_london
E01015902,3,outside_london
E01023724,3,outside_london
E01015992,3,outside_london
E01010630,3,outside_london
E01012359,3,outside_london
E01022310,3,outside_london
E01013617,3,outside_london
E01030537,3,outside_london
E01021966,3,outside_london
E01030802,3,outside_london
E01028739,3,outside_london
E01009050,3,outside_london
E01033650,3,outside_london
E01012679,3,outside_london
E01022603,3,outside_london
E01014113,3,outside_london
E01015933,3,outside_london
E01006284,3,outside_london
E01009421,3,outside_london
E01009364,3,outside_london
E01022102,3,outside_london
E01030345,3,outside_london
E01018077,3,outside_london
E01015726,3,outside_london
E01016179,3,outside_london
E01035506,3,outside_london
E01015633,3,outside_london
E01030632,3,outside_london
E01030760,3,outside_london
E01032702,3,outside_london
E01031385,3,outside_london
E01017460,3,outside_london
E01021381,3,outside_london
E01023747,3,outside_london
E01010367,3,outside_london
E01008934,3,outside_london
E01034277,3,outside_london
E01028130,3,outside_london
E01017910,3,outside_london
E01017381,3,outside_london
E01023447,3,outside_london
E01024269,3,outside_london
E01033174,3,outside_london
E01030657,3,outside_london
E01024798,3,outside_london
E01035608,3,outside_london
E01026391,3,outside_london
E01023225,3,outside_london
E01008907,3,outside_london
E01021724,3,outside_london
E01030381,3,outside_london
E01030429,3,outside_london
E01033806,3,outside_london
E01035569,3,outside_london
E01022016,3,outside_london
E01024754,3,outside_london
E01034313,3,outside_london
E01017552,3,outside_london
E01033562,3,outside_london
E01009112,3,outside_london
E01034359,3,outside_london
E01017634,3,outside_london
E01035526,3,outside_london
E01021018,3,outside_london
E01022946,3,outside_london
E01015718,3,outside_london
E01016085,3,outside_london
E01016813,3,outside_london
E01014163,3,outside_london
E01031328,3,outside_london
E01017920,3,outside_london
E01017383,3,outside_london
E01035278,3,outside_london
E01024139,3,outside_london
E01033807,3,outside_london
E01016143,3,outside_london
E01034234,3,outside_london
E01009046,3,outside_london
E01008940,3,outside_london
E01033681,3,outside_london
E01020108,3,outside_london
E01016525,3,outside_london
E01021246,3,outside_london
E01016862,3,outside_london
E01023663,3,outside_london
E01005614,3,outside_london
E01033353,3,outside_london
E01022222,3,outside_london
E01035283,3,outside_london
E01021842,3,outside_london
E01035431,3,outside_london
E01007002,3,outside_london
E01029927,3,outside_london
E01009021,3,outside_london
E01021486,3,outside_london
E01035271,3,outside_london
E01034363,3,outside_london
E01020992,3,outside_london
E01011422,3,outside_london
E01034468,3,outside_london
E01017922,3,outside_london
E01033975,3,outside_london
E01005059,3,outside_london
E01024242,3,outside_london
E01016028,3,outside_london
E01024828,3,outside_london
E01031836,3,outside_london
E01033217,3,outside_london
E01015876,3,outside_london
E01027234,3,outside_london
E01033692,3,outside_london
E01026719,3,outside_london
E01034115,3,outside_london
E01035295,3,outside_london
E01025278,3,outside_london
E01024301,3,outside_london
E01034011,3,outside_london
E01031883,3,outside_london
E01019094,3,outside_london
E01017453,3,outside_london
E01017745,3,outside_london
E01033816,3,outside_london
E01034083,3,outside_london
E01033690,3,outside_london
E01033824,3,outside_london
E01035332,3,outside_london
E01024724,3,outside_london
E01005243,3,outside_london
E01030555,3,outside_london
E01015582,3,outside_london
E01035309,3,outside_london
E01031663,3,outside_london
E01035581,3,outside_london
E01031838,3,outside_london
E01016975,3,outside_london
E01017654,3,outside_london
E01035596,3,outside_london
E01008215,3,outside_london
E01024283,3,outside_london
E01015763,3,outside_london
E01030953,3,outside_london
E01021694,3,outside_london
E01016121,3,outside_london
E01029734,3,outside_london
E01022017,3,outside_london
E01010400,3,outside_london
E01033896,3,outside_london
E01034947,3,outside_london
E01031489,3,outside_london
E01020784,3,outside_london
E01027153,3,outside_london
E01034355,3,outside_london
E01012745,3,outside_london
E01020018,3,outside_london
E01008079,3,outside_london
E01014380,3,outside_london
E01017533,3,outside_london
E01016861,3,outside_london
E01021023,3,outside_london
E01015695,3,outside_london
E01030888,3,outside_london
E01027084,3,outside_london
W01000574,3,outside_london
E01032141,3,outside_london
E01025723,3,outside_london
E01020693,3,outside_london
E01009650,3,outside_london
E01018129,3,outside_london
E01031780,3,outside_london
E01035515,3,outside_london
E01035516,3,outside_london
E01027102,3,outside_london
E01013590,3,outside_london
E01017690,3,outside_london
E01034309,3,outside_london
E01034021,3,outside_london
W01001333,3,outside_london
E01009906,3,outside_london
E01006551,3,outside_london
E01033761,3,outside_london
E01008573,3,outside_london
E01030616,3,outside_london
E01017493,3,outside_london
E01016041,3,outside_london
E01021400,3,outside_london
E01030190,3,outside_london
E01015779,3,outside_london
E01013954,3,outside_london
E01023672,3,outside_london
E01022127,3,outside_london
E01013509,3,outside_london
E01015480,3,outside_london
E01009162,3,outside_london
E01017962,3,outside_london
E01007581,3,outside_london
E01021180,3,outside_london
E01017628,2,outside_london
E01019552,2,outside_london
E01023434,2,outside_london
E01013054,2,outside_london
E01027176,2,outside_london
W01000871,2,outside_london
E01016186,2,outside_london
E01031528,2,outside_london
E01023485,2,outside_london
E01019970,2,outside_london
W01000758,2,outside_london
E01028823,2,outside_london
E01024902,2,outside_london
E01021620,2,outside_london
E01032852,2,outside_london
E01020082,2,outside_london
E01023610,2,outside_london
E01030693,2,outside_london
E01006877,2,outside_london
E01030261,2,outside_london
E01016535,2,outside_london
E01016923,2,outside_london
E01028493,2,outside_london
E01021850,2,outside_london
E01011230,2,outside_london
E01010050,2,outside_london
E01006922,2,outside_london
E01032756,2,outside_london
E01015870,2,outside_london
E01025490,2,outside_london
E01016624,2,outside_london
E01031801,2,outside_london
E01032400,2,outside_london
E01009410,2,outside_london
E01009308,2,outside_london
E01024113,2,outside_london
E01013633,2,outside_london
E01013128,2,outside_london
E01030687,2,outside_london
E01031358,2,outside_london
E01024104,2,outside_london
E01021604,2,outside_london
E01022175,2,outside_london
E01033164,2,outside_london
E01019947,2,outside_london
E01023480,2,outside_london
E01031639,2,outside_london
E01005202,2,outside_london
E01027205,2,outside_london
E01015644,2,outside_london
E01017112,2,outside_london
E01016369,2,outside_london
E01030588,2,outside_london
E01021946,2,outside_london
E01007907,2,outside_london
E01015873,2,outside_london
E01026900,2,outside_london
E01023684,2,outside_london
E01030776,2,outside_london
E01024585,2,outside_london
E01024851,2,outside_london
E01008901,2,outside_london
E01032792,2,outside_london
E01017750,2,outside_london
E01017790,2,outside_london
E01009688,2,outside_london
E01016424,2,outside_london
E01015860,2,outside_london
E01024599,2,outside_london
E01021257,2,outside_london
E01009098,2,outside_london
E01016885,2,outside_london
E01023313,2,outside_london
E01021538,2,outside_london
E01022627,2,outside_london
E01005309,2,outside_london
E01033683,2,outside_london
E01016114,2,outside_london
E01023587,2,outside_london
E01005363,2,outside_london
E01005601,2,outside_london
E01023729,2,outside_london
E01023171,2,outside_london
E01024734,2,outside_london
E01023876,2,outside_london
E01023919,2,outside_london
E01016635,2,outside_london
E01017406,2,outside_london
E01017744,2,outside_london
E01031653,2,outside_london
E01013667,2,outside_london
E01015777,2,outside_london
E01016051,2,outside_london
E01016105,2,outside_london
E01027378,2,outside_london
E01017099,2,outside_london
E01032998,2,outside_london
E01032407,2,outside_london
E01010838,2,outside_london
E01016955,2,outside_london
E01014601,2,outside_london
W01001855,2,outside_london
E01017389,2,outside_london
E01011621,2,outside_london
E01005256,2,outside_london
E01027233,2,outside_london
E01013171,2,outside_london
E01027456,2,outside_london
E01013961,2,outside_london
E01031093,2,outside_london
E01017040,2,outside_london
E01016360,2,outside_london
E01030101,2,outside_london
E01030199,2,outside_london
E01016659,2,outside_london
E01032841,2,outside_london
E01010615,2,outside_london
E01024071,2,outside_london
E01030445,2,outside_london
E01018189,2,outside_london
E01007913,2,outside_london
E01026907,2,outside_london
E01029701,2,outside_london
E01006864,2,outside_london
E01031195,2,outside_london
E01005948,2,outside_london
E01015963,2,outside_london
E01016578,2,outside_london
E01009223,2,outside_london
E01009342,2,outside_london
E01010793,2,outside_london
E01010624,2,outside_london
E01010730,2,outside_london
E01021532,2,outside_london
E01017615,2,outside_london
E01029945,2,outside_london
E01030008,2,outside_london
E01006425,2,outside_london
E01006676,2,outside_london
E01005154,2,outside_london
E01016497,2,outside_london
E01029670,2,outside_london
E01028767,2,outside_london
E01025724,2,outside_london
E01025747,2,outside_london
E01021621,2,outside_london
E01017791,2,outside_london
E01031601,2,outside_london
E01009801,2,outside_london
W01000272,2,outside_london
E01021852,2,outside_london
E01013603,2,outside_london
E01013778,2,outside_london
E01006700,2,outside_london
E01006776,2,outside_london
E01006633,2,outside_london
E01015782,2,outside_london
E01021907,2,outside_london
E01033667,2,outside_london
E01033405,2,outside_london
E01017133,2,outside_london
E01027261,2,outside_london
E01014283,2,outside_london
E01024683,2,outside_london
E01024756,2,outside_london
E01031784,2,outside_london
E01013366,2,outside_london
E01031393,2,outside_london
E01024214,2,outside_london
E01033609,2,outside_london
E01022230,2,outside_london
E01030480,2,outside_london
E01017285,2,outside_london
E01016122,2,outside_london
E01016099,2,outside_london
E01023771,2,outside_london
E01024563,2,outside_london
E01021182,2,outside_london
E01033248,2,outside_london
E01016223,2,outside_london
E01033468,2,outside_london
E01019769,2,outside_london
E01027382,2,outside_london
E01016377,2,outside_london
E01010092,2,outside_london
E01017821,2,outside_london
E01026874,2,outside_london
E01023167,2,outside_london
E01012656,2,outside_london
E01016905,2,outside_london
E01009371,2,outside_london
E01033648,2,outside_london
E01016982,2,outside_london
E01016907,2,outside_london
W01001869,2,outside_london
E01026618,2,outside_london
E01015722,2,outside_london
E01021897,2,outside_london
E01016059,2,outside_london
E01016083,2,outside_london
E01013959,2,outside_london
E01010046,2,outside_london
E01010198,2,outside_london
E01022039,2,outside_london
E01023816,2,outside_london
E01009155,2,outside_london
E01013453,2,outside_london
E01024192,2,outside_london
E01026798,2,outside_london
E01014114,2,outside_london
E01016609,2,outside_london
E01024033,2,outside_london
E01033644,2,outside_london
E01012592,2,outside_london
E01015374,2,outside_london
E01010808,2,outside_london
E01017949,2,outside_london
E01031558,2,outside_london
E01005258,2,outside_london
E01016725,2,outside_london
E01013913,2,outside_london
E01017074,2,outside_london
E01008606,2,outside_london
W01000746,2,outside_london
E01024701,2,outside_london
E01016295,2,outside_london
E01020537,2,outside_london
E01010528,2,outside_london
E01012606,2,outside_london
E01021373,2,outside_london
E01021469,2,outside_london
E01017998,2,outside_london
E01020739,2,outside_london
E01032533,2,outside_london
E01016020,2,outside_london
E01031695,2,outside_london
E01031692,2,outside_london
E01031693,2,outside_london
W01001587,2,outside_london
E01027194,2,outside_london
E01014848,2,outside_london
E01015593,2,outside_london
E01015614,2,outside_london
W01001905,2,outside_london
E01007760,2,outside_london
E01010147,2,outside_london
E01026895,2,outside_london
E01030766,2,outside_london
E01014177,2,outside_london
E01024757,2,outside_london
E01025654,2,outside_london
E01014736,2,outside_london
E01031593,2,outside_london
E01022318,2,outside_london
E01006648,2,outside_london
E01015701,2,outside_london
E01024366,2,outside_london
E01012092,2,outside_london
E01027173,2,outside_london
W01001263,2,outside_london
E01030669,2,outside_london
E01023913,2,outside_london
E01016529,2,outside_london
E01024031,2,outside_london
E01009374,2,outside_london
E01033241,2,outside_london
E01024081,2,outside_london
W01001941,2,outside_london
E01005165,2,outside_london
E01031029,2,outside_london
E01027771,2,outside_london
E01015864,2,outside_london
E01024624,2,outside_london
E01024715,2,outside_london
E01024830,2,outside_london
E01023917,2,outside_london
E01021936,2,outside_london
E01017557,2,outside_london
E01030355,2,outside_london
E01016170,2,outside_london
E01026737,2,outside_london
E01028527,2,outside_london
E01032825,2,outside_london
E01031452,2,outside_london
E01024024,2,outside_london
E01016878,2,outside_london
E01017374,2,outside_london
E01023379,2,outside_london
E01033112,2,outside_london
E01027857,2,outside_london
E01023718,2,outside_london
E01030122,2,outside_london
E01024621,2,outside_london
E01030232,2,outside_london
E01006269,2,outside_london
