lsoa,N,status
E01014505,1,outside_london
W01001939,1,outside_london
W01001759,1,outside_london
E01020362,1,outside_london
E01013487,1,outside_london
W01000056,1,outside_london
E01011421,1,outside_london
E01021058,1,outside_london
E01005066,1,outside_london
E01005313,1,outside_london
E01031730,1,outside_london
E01030518,1,outside_london
E01020439,1,outside_london
E01013846,1,outside_london
E01009925,1,outside_london
E01024443,1,outside_london
E01033271,1,outside_london
E01016454,1,outside_london
E01020179,1,outside_london
E01022356,1,outside_london
E01024566,1,outside_london
E01014148,1,outside_london
E01017648,1,outside_london
E01017467,1,outside_london
E01004835,1,outside_london
E01018648,1,outside_london
E01023422,1,outside_london
E01017284,1,outside_london
E01011440,1,outside_london
E01026762,1,outside_london
E01005337,1,outside_london
E01028552,1,outside_london
E01015680,1,outside_london
E01018289,1,outside_london
E01023715,1,outside_london
E01030118,1,outside_london
E01022022,1,outside_london
E01028729,1,outside_london
E01022506,1,outside_london
E01014491,1,outside_london
E01022632,1,outside_london
E01018128,1,outside_london
E01006743,1,outside_london
E01031768,1,outside_london
E01023592,1,outside_london
E01029217,1,outside_london
E01008681,1,outside_london
E01014175,1,outside_london
E01031338,1,outside_london
E01032846,1,outside_london
E01009290,1,outside_london
E01012690,1,outside_london
E01004998,1,outside_london
W01001946,1,outside_london
E01017379,1,outside_london
E01017410,1,outside_london
E01017599,1,outside_london
W01000528,1,outside_london
E01018054,1,outside_london
E01029422,1,outside_london
E01018087,1,outside_london
W01000320,1,outside_london
E01006718,1,outside_london
E01025903,1,outside_london
E01027515,1,outside_london
E01031087,1,outside_london
E01018226,1,outside_london
E01015826,1,outside_london
E01029692,1,outside_london
E01030116,1,outside_london
E01020270,1,outside_london
E01011922,1,outside_london
E01010331,1,outside_london
E01028765,1,outside_london
E01010456,1,outside_london
E01027952,1,outside_london
E01008951,1,outside_london
E01017000,1,outside_london
E01018514,1,outside_london
E01011980,1,outside_london
E01013654,1,outside_london
E01025925,1,outside_london
E01008094,1,outside_london
E01015833,1,outside_london
E01015848,1,outside_london
E01023765,1,outside_london
E01021998,1,outside_london
E01025545,1,outside_london
E01029873,1,outside_london
E01022520,1,outside_london
E01004847,1,outside_london
E01016910,1,outside_london
W01001872,1,outside_london
E01018978,1,outside_london
E01022176,1,outside_london
E01009524,1,outside_london
E01007652,1,outside_london
E01022665,1,outside_london
E01026085,1,outside_london
E01021010,1,outside_london
E01029021,1,outside_london
W01001298,1,outside_london
E01016735,1,outside_london
W01000888,1,outside_london
E01027245,1,outside_london
E01020454,1,outside_london
E01013245,1,outside_london
E01027536,1,outside_london
E01015611,1,outside_london
E01015146,1,outside_london
E01017117,1,outside_london
E01021107,1,outside_london
E01007009,1,outside_london
E01008037,1,outside_london
E01007926,1,outside_london
E01023772,1,outside_london
E01006802,1,outside_london
E01031233,1,outside_london
W01000856,1,outside_london
E01021995,1,outside_london
E01015246,1,outside_london
E01010417,1,outside_london
E01007397,1,outside_london
E01021238,1,outside_london
E01008945,1,outside_london
E01012696,1,outside_london
E01004811,1,outside_london
E01014704,1,outside_london
E01014723,1,outside_london
E01026534,1,outside_london
E01018464,1,outside_london
E01018969,1,outside_london
E01020758,1,outside_london
E01022229,1,outside_london
E01030436,1,outside_london
E01012867,1,outside_london
E01011080,1,outside_london
E01013675,1,outside_london
E01033768,1,outside_london
E01005224,1,outside_london
E01005285,1,outside_london
E01020069,1,outside_london
E01008429,1,outside_london
E01014765,1,outside_london
E01008484,1,outside_london
E01015177,1,outside_london
E01017106,1,outside_london
E01016418,1,outside_london
E01012099,1,outside_london
E01009941,1,outside_london
E01027849,1,outside_london
E01028631,1,outside_london
E01008613,1,outside_london
E01006855,1,outside_london
E01008697,1,outside_london
E01030810,1,outside_london
E01024622,1,outside_london
E01029290,1,outside_london
E01023831,1,outside_london
E01024788,1,outside_london
E01021199,1,outside_london
E01025479,1,outside_london
E01026383,1,outside_london
E01031468,1,outside_london
E01022546,1,outside_london
E01009152,1,outside_london
E01016863,1,outside_london
E01014580,1,outside_london
E01004975,1,outside_london
E01024074,1,outside_london
E01024108,1,outside_london
E01024941,1,outside_london
E01019290,1,outside_london
E01026087,1,outside_london
E01026108,1,outside_london
E01014019,1,outside_london
E01011647,1,outside_london
E01013666,1,outside_london
E01016751,1,outside_london
E01020130,1,outside_london
E01031031,1,outside_london
E01020491,1,outside_london
E01007047,1,outside_london
E01017201,1,outside_london
E01015977,1,outside_london
E01024845,1,outside_london
E01022072,1,outside_london
E01009209,1,outside_london
E01021624,1,outside_london
E01020880,1,outside_london
E01013569,1,outside_london
E01013181,1,outside_london
E01028578,1,outside_london
E01007048,1,outside_london
E01017168,1,outside_london
E01025575,1,outside_london
E01017535,1,outside_london
E01008986,1,outside_london
E01012713,1,outside_london
E01032129,1,outside_london
E01031517,1,outside_london
E01016764,1,outside_london
E01023056,1,outside_london
E01013310,1,outside_london
E01007751,1,outside_london
E01026932,1,outside_london
E01023768,1,outside_london
E01021295,1,outside_london
E01010994,1,outside_london
W01000545,1,outside_london
E01007526,1,outside_london
E01026595,1,outside_london
E01015654,1,outside_london
E01015119,1,outside_london
E01028360,1,outside_london
E01005622,1,outside_london
E01007999,1,outside_london
E01022007,1,outside_london
E01016283,1,outside_london
E01028780,1,outside_london
E01031868,1,outside_london
E01032388,1,outside_london
E01028040,1,outside_london
E01028136,1,outside_london
E01018938,1,outside_london
E01018917,1,outside_london
E01020818,1,outside_london
E01023426,1,outside_london
E01009848,1,outside_london
E01023475,1,outside_london
E01022347,1,outside_london
E01030471,1,outside_london
W01000025,1,outside_london
E01025980,1,outside_london
E01030630,1,outside_london
E01030659,1,outside_london
E01005613,1,outside_london
E01016452,1,outside_london
E01030174,1,outside_london
E01016328,1,outside_london
E01007326,1,outside_london
E01022518,1,outside_london
E01014658,1,outside_london
E01017602,1,outside_london
E01017564,1,outside_london
E01021583,1,outside_london
E01032832,1,outside_london
E01022711,1,outside_london
E01013242,1,outside_london
E01005387,1,outside_london
E01023108,1,outside_london
E01027888,1,outside_london
E01022352,1,outside_london
E01006107,1,outside_london
E01010283,1,outside_london
E01031258,1,outside_london
E01032139,1,outside_london
E01017625,1,outside_london
E01009627,1,outside_london
E01007630,1,outside_london
E01013057,1,outside_london
E01026640,1,outside_london
E01022898,1,outside_london
E01005126,1,outside_london
E01019815,1,outside_london
E01008542,1,outside_london
E01026797,1,outside_london
E01013907,1,outside_london
E01010097,1,outside_london
E01029145,1,outside_london
E01014264,1,outside_london
E01005974,1,outside_london
E01027310,1,outside_london
E01018810,1,outside_london
E01016100,1,outside_london
E01030534,1,outside_london
E01032647,1,outside_london
E01008087,1,outside_london
E01008084,1,outside_london
E01029733,1,outside_london
E01031445,1,outside_london
E01017517,1,outside_london
E01009253,1,outside_london
E01033286,1,outside_london
E01009634,1,outside_london
E01022617,1,outside_london
E01023471,1,outside_london
E01023655,1,outside_london
E01032263,1,outside_london
E01027821,1,outside_london
E01026935,1,outside_london
E01027301,1,outside_london
E01008850,1,outside_london
W01000825,1,outside_london
E01020301,1,outside_london
E01016343,1,outside_london
E01031405,1,outside_london
E01012738,1,outside_london
W01000626,1,outside_london
W01001934,1,outside_london
E01028446,1,outside_london
E01018554,1,outside_london
W01000241,1,outside_london
E01023497,1,outside_london
E01026638,1,outside_london
W01001630,1,outside_london
E01023661,1,outside_london
E01029918,1,outside_london
E01019204,1,outside_london
E01020632,1,outside_london
E01023377,1,outside_london
E01032665,1,outside_london
E01022289,1,outside_london
E01011132,1,outside_london
E01029043,1,outside_london
W01001901,1,outside_london
E01017265,1,outside_london
E01008668,1,outside_london
E01023792,1,outside_london
E01030196,1,outside_london
E01008767,1,outside_london
E01014138,1,outside_london
E01027353,1,outside_london
E01007144,1,outside_london
E01016675,1,outside_london
E01032397,1,outside_london
E01009006,1,outside_london
E01033626,1,outside_london
E01004937,1,outside_london
E01018757,1,outside_london
E01024204,1,outside_london
E01030474,1,outside_london
E01022940,1,outside_london
E01025850,1,outside_london
E01006458,1,outside_london
E01011686,1,outside_london
E01021053,1,outside_london
E01026756,1,outside_london
E01013898,1,outside_london
E01030595,1,outside_london
E01028400,1,outside_london
E01007023,1,outside_london
E01024491,1,outside_london
E01033116,1,outside_london
E01028617,1,outside_london
E01029761,1,outside_london
E01031218,1,outside_london
E01024789,1,outside_london
E01030923,1,outside_london
E01028795,1,outside_london
E01031979,1,outside_london
E01016616,1,outside_london
E01032322,1,outside_london
E01032460,1,outside_london
E01014442,1,outside_london
E01015363,1,outside_london
E01022154,1,outside_london
E01018942,1,outside_london
E01020003,1,outside_london
E01026641,1,outside_london
E01030442,1,outside_london
E01018181,1,outside_london
E01026731,1,outside_london
E01025927,1,outside_london
E01032659,1,outside_london
W01000834,1,outside_london
E01033621,1,outside_london
E01028427,1,outside_london
E01019040,1,outside_london
E01031556,1,outside_london
E01024212,1,outside_london
E01012368,1,outside_london
E01027670,1,outside_london
E01030020,1,outside_london
E01016415,1,outside_london
E01017809,1,outside_london
E01009411,1,outside_london
E01017412,1,outside_london
E01020397,1,outside_london
W01000329,1,outside_london
E01033433,1,outside_london
E01006694,1,outside_london
E01016165,1,outside_london
E01025888,1,outside_london
E01017073,1,outside_london
E01027852,1,outside_london
E01008059,1,outside_london
E01021605,1,outside_london
E01018329,1,outside_london
E01025830,1,outside_london
E01018212,1,outside_london
E01011517,1,outside_london
E01017061,1,outside_london
E01029140,1,outside_london
E01029117,1,outside_london
E01012227,1,outside_london
E01014302,1,outside_london
E01030187,1,outside_london
E01015503,1,outside_london
E01031806,1,outside_london
W01000391,1,outside_london
E01009517,1,outside_london
E01025712,1,outside_london
E01021569,1,outside_london
E01013560,1,outside_london
E01020414,1,outside_london
E01029941,1,outside_london
E01019767,1,outside_london
E01018202,1,outside_london
E01006640,1,outside_london
E01027250,1,outside_london
E01005372,1,outside_london
E01006989,1,outside_london
E01006979,1,outside_london
E01023791,1,outside_london
E01008785,1,outside_london
E01015554,1,outside_london
E01024723,1,outside_london
E01021159,1,outside_london
E01010465,1,outside_london
E01033080,1,outside_london
E01010989,1,outside_london
E01013126,1,outside_london
E01019647,1,outside_london
E01022260,1,outside_london
E01022887,1,outside_london
E01013723,1,outside_london
E01013710,1,outside_london
E01027232,1,outside_london
E01013321,1,outside_london
E01005450,1,outside_london
E01017053,1,outside_london
E01030634,1,outside_london
E01023133,1,outside_london
E01006995,1,outside_london
E01006973,1,outside_london
E01027917,1,outside_london
E01030183,1,outside_london
E01014434,1,outside_london
E01033641,1,outside_london
E01010746,1,outside_london
E01028084,1,outside_london
E01010972,1,outside_london
E01018733,1,outside_london
E01030305,1,outside_london
E01008204,1,outside_london
E01031652,1,outside_london
W01000004,1,outside_london
E01027238,1,outside_london
E01005632,1,outside_london
E01032651,1,outside_london
E01030268,1,outside_london
E01030234,1,outside_london
E01032041,1,outside_london
E01029890,1,outside_london
E01028074,1,outside_london
E01004976,1,outside_london
E01031494,1,outside_london
E01031673,1,outside_london
E01011643,1,outside_london
E01006689,1,outside_london
E01033663,1,outside_london
E01033684,1,outside_london
E01005180,1,outside_london
E01020137,1,outside_london
E01026754,1,outside_london
E01014843,1,outside_london
E01026820,1,outside_london
E01013810,1,outside_london
E01015624,1,outside_london
E01031180,1,outside_london
E01007823,1,outside_london
E01026288,1,outside_london
W01001097,1,outside_london
E01024763,1,outside_london
E01024743,1,outside_london
E01016556,1,outside_london
E01031344,1,outside_london
E01032957,1,outside_london
E01022503,1,outside_london
E01009173,1,outside_london
E01033689,1,outside_london
E01021424,1,outside_london
E01032519,1,outside_london
E01018482,1,outside_london
E01009716,1,outside_london
E01012334,1,outside_london
E01018211,1,outside_london
E01018135,1,outside_london
E01030030,1,outside_london
E01029992,1,outside_london
E01025155,1,outside_london
E01026128,1,outside_london
E01030521,1,outside_london
W01001661,1,outside_london
E01026230,1,outside_london
E01025915,1,outside_london
E01032892,1,outside_london
E01005720,1,outside_london
E01032886,1,outside_london
E01033333,1,outside_london
E01029154,1,outside_london
E01029234,1,outside_london
E01006836,1,outside_london
E01015544,1,outside_london
E01010279,1,outside_london
E01027318,1,outside_london
E01031877,1,outside_london
E01007245,1,outside_london
E01017660,1,outside_london
E01029887,1,outside_london
E01009203,1,outside_london
E01015312,1,outside_london
E01021368,1,outside_london
E01014685,1,outside_london
E01028085,1,outside_london
E01017402,1,outside_london
E01017582,1,outside_london
E01021597,1,outside_london
E01018613,1,outside_london
E01020888,1,outside_london
E01031592,1,outside_london
E01020420,1,outside_london
E01023494,1,outside_london
E01023490,1,outside_london
E01022231,1,outside_london
E01030459,1,outside_london
E01021832,1,outside_london
E01031622,1,outside_london
E01011274,1,outside_london
E01006679,1,outside_london
E01032184,1,outside_london
E01028235,1,outside_london
E01030520,1,outside_london
W01001650,1,outside_london
E01027244,1,outside_london
E01019792,1,outside_london
E01021926,1,outside_london
E01005706,1,outside_london
E01029286,1,outside_london
W01001093,1,outside_london
E01010271,1,outside_london
E01027347,1,outside_london
E01016266,1,outside_london
E01020495,1,outside_london
E01031866,1,outside_london
E01019606,1,outside_london
E01023985,1,outside_london
E01014462,1,outside_london
W01001020,1,outside_london
E01021505,1,outside_london
E01021723,1,outside_london
E01021727,1,outside_london
E01009868,1,outside_london
E01009805,1,outside_london
E01023456,1,outside_london
E01027595,1,outside_london
E01029077,1,outside_london
E01033511,1,outside_london
E01022998,1,outside_london
E01013883,1,outside_london
W01001265,1,outside_london
E01007766,1,outside_london
E01031171,1,outside_london
E01010066,1,outside_london
E01006856,1,outside_london
E01014365,1,outside_london
E01006147,1,outside_london
E01022091,1,outside_london
E01030868,1,outside_london
E01016347,1,outside_london
E01031873,1,outside_london
E01016546,1,outside_london
E01031807,1,outside_london
E01025543,1,outside_london
E01013414,1,outside_london
E01030839,1,outside_london
E01014421,1,outside_london
E01009100,1,outside_london
E01033649,1,outside_london
E01032485,1,outside_london
E01010738,1,outside_london
E01022220,1,outside_london
E01009544,1,outside_london
E01023393,1,outside_london
E01019609,1,outside_london
E01031648,1,outside_london
E01031689,1,outside_london
E01012916,1,outside_london
E01005070,1,outside_london
E01012011,1,outside_london
E01026829,1,outside_london
E01028548,1,outside_london
E01024540,1,outside_london
E01032751,1,outside_london
E01020173,1,outside_london
E01026304,1,outside_london
E01023801,1,outside_london
E01015230,1,outside_london
E01006104,1,outside_london
E01025557,1,outside_london
E01025570,1,outside_london
E01032433,1,outside_london
E01012668,1,outside_london
E01010631,1,outside_london
E01010742,1,outside_london
E01033366,1,outside_london
W01001400,1,outside_london
E01031502,1,outside_london
E01017777,1,outside_london
E01027062,1,outside_london
E01029427,1,outside_london
E01008168,1,outside_london
E01006497,1,outside_london
E01011355,1,outside_london
E01011662,1,outside_london
E01032945,1,outside_london
E01016068,1,outside_london
E01016765,1,outside_london
E01029606,1,outside_london
E01005460,1,outside_london
E01027766,1,outside_london
E01032686,1,outside_london
E01028726,1,outside_london
W01000411,1,outside_london
E01013441,1,outside_london
E01013364,1,outside_london
E01014426,1,outside_london
E01004881,1,outside_london
E01018010,1,outside_london
E01033376,1,outside_london
E01009589,1,outside_london
E01022944,1,outside_london
E01026717,1,outside_london
E01006592,1,outside_london
E01015706,1,outside_london
E01015730,1,outside_london
E01005073,1,outside_london
E01005143,1,outside_london
E01028223,1,outside_london
E01029061,1,outside_london
E01020053,1,outside_london
E01008297,1,outside_london
E01027545,1,outside_london
E01005327,1,outside_london
E01015070,1,outside_london
E01020486,1,outside_london
E01028387,1,outside_london
E01008112,1,outside_london
E01026299,1,outside_london
E01023764,1,outside_london
E01031234,1,outside_london
E01030153,1,outside_london
E01030773,1,outside_london
W01001938,1,outside_london
E01022047,1,outside_london
E01023166,1,outside_london
E01022463,1,outside_london
E01024733,1,outside_london
W01001486,1,outside_london
E01016315,1,outside_london
W01000415,1,outside_london
E01025561,1,outside_london
E01013408,1,outside_london
E01009348,1,outside_london
E01004870,1,outside_london
E01026024,1,outside_london
E01010805,1,outside_london
E01033355,1,outside_london
E01025687,1,outside_london
E01021535,1,outside_london
E01028511,1,outside_london
E01018730,1,outside_london
E01017782,1,outside_london
W01000225,1,outside_london
E01024232,1,outside_london
E01020403,1,outside_london
E01020390,1,outside_london
E01029954,1,outside_london
E01018150,1,outside_london
E01030024,1,outside_london
E01011490,1,outside_london
E01013765,1,outside_london
E01026147,1,outside_london
E01006752,1,outside_london
E01006797,1,outside_london
E01015694,1,outside_london
E01024348,1,outside_london
E01016094,1,outside_london
E01031734,1,outside_london
E01016732,1,outside_london
W01001595,1,outside_london
W01001582,1,outside_london
E01023061,1,outside_london
E01026765,1,outside_london
E01008137,1,outside_london
E01026882,1,outside_london
E01026889,1,outside_london
E01031235,1,outside_london
E01015521,1,outside_london
E01011811,1,outside_london
E01030247,1,outside_london
E01030961,1,outside_london
E01025642,1,outside_london
W01001041,1,outside_london
W01000706,1,outside_london
E01020017,1,outside_london
E01024994,1,outside_london
E01026633,1,outside_london
E01026613,1,outside_london
E01017332,1,outside_london
E01033036,1,outside_london
E01011130,1,outside_london
E01021051,1,outside_london
E01006796,1,outside_london
E01005136,1,outside_london
E01033672,1,outside_london
E01025961,1,outside_london
E01031096,1,outside_london
E01028559,1,outside_london
E01017107,1,outside_london
E01033423,1,outside_london
E01005589,1,outside_london
E01021935,1,outside_london
E01023128,1,outside_london
E01023748,1,outside_london
E01010338,1,outside_london
E01030248,1,outside_london
E01021217,1,outside_london
E01006294,1,outside_london
E01006247,1,outside_london
E01031912,1,outside_london
E01010530,1,outside_london
E01031809,1,outside_london
E01021265,1,outside_london
E01009151,1,outside_london
E01017435,1,outside_london
E01017770,1,outside_london
W01000144,1,outside_london
E01018890,1,outside_london
E01020702,1,outside_london
E01020894,1,outside_london
E01020899,1,outside_london
E01020907,1,outside_london
E01031607,1,outside_london
E01031552,1,outside_london
W01000237,1,outside_london
W01000278,1,outside_london
E01026615,1,outside_london
E01021855,1,outside_london
E01014027,1,outside_london
E01031632,1,outside_london
E01033033,1,outside_london
E01006513,1,outside_london
E01021891,1,outside_london
E01016736,1,outside_london
E01008570,1,outside_london
E01027449,1,outside_london
E01031024,1,outside_london
E01028570,1,outside_london
E01016400,1,outside_london
E01016420,1,outside_london
E01007735,1,outside_london
E01005609,1,outside_london
E01005657,1,outside_london
E01009929,1,outside_london
E01033275,1,outside_london
E01017197,1,outside_london
E01027297,1,outside_london
E01030141,1,outside_london
E01015548,1,outside_london
E01023192,1,outside_london
E01031334,1,outside_london
E01031331,1,outside_london
E01021168,1,outside_london
E01033200,1,outside_london
E01031880,1,outside_london
E01010513,1,outside_london
E01019097,1,outside_london
E01017530,1,outside_london
E01017516,1,outside_london
E01016201,1,outside_london
E01014562,1,outside_london
E01026559,1,outside_london
W01001425,1,outside_london
E01024130,1,outside_london
W01001810,1,outside_london
E01018330,1,outside_london
E01031485,1,outside_london
E01009557,1,outside_london
E01018047,1,outside_london
E01026117,1,outside_london
E01019996,1,outside_london
E01008181,1,outside_london
E01028190,1,outside_london
E01027658,1,outside_london
E01012848,1,outside_london
E01011623,1,outside_london
E01011443,1,outside_london
E01006724,1,outside_london
E01016064,1,outside_london
E01030554,1,outside_london
W01001692,1,outside_london
E01032670,1,outside_london
E01026826,1,outside_london
E01021922,1,outside_london
E01007815,1,outside_london
E01029138,1,outside_london
E01024519,1,outside_london
E01026308,1,outside_london
E01030768,1,outside_london
E01022004,1,outside_london
E01024747,1,outside_london
E01025537,1,outside_london
E01006327,1,outside_london
E01009256,1,outside_london
E01004880,1,outside_london
E01026014,1,outside_london
E01015279,1,outside_london
W01000676,1,outside_london
E01024254,1,outside_london
E01009852,1,outside_london
E01012919,1,outside_london
E01008280,1,outside_london
E01027684,1,outside_london
E01025034,1,outside_london
E01027105,1,outside_london
E01026653,1,outside_london
E01013639,1,outside_london
E01026780,1,outside_london
E01013975,1,outside_london
E01005351,1,outside_london
E01015389,1,outside_london
E01005575,1,outside_london
E01030661,1,outside_london
E01017213,1,outside_london
E01029239,1,outside_london
E01030186,1,outside_london
E01032829,1,outside_london
W01001501,1,outside_london
E01021209,1,outside_london
E01006243,1,outside_london
E01032758,1,outside_london
E01032393,1,outside_london
E01015356,1,outside_london
E01010664,1,outside_london
E01014591,1,outside_london
E01028111,1,outside_london
E01019331,1,outside_london
E01024287,1,outside_london
E01026734,1,outside_london
E01026837,1,outside_london
E01028563,1,outside_london
E01018248,1,outside_london
E01030167,1,outside_london
E01021974,1,outside_london
E01016658,1,outside_london
E01010560,1,outside_london
E01031467,1,outside_london
E01017642,1,outside_london
E01008882,1,outside_london
E01010667,1,outside_london
E01024129,1,outside_london
E01017416,1,outside_london
E01028482,1,outside_london
E01017794,1,outside_london
E01024950,1,outside_london
E01020348,1,outside_london
W01000133,1,outside_london
E01020722,1,outside_london
E01027555,1,outside_london
E01031674,1,outside_london
E01018216,1,outside_london
E01006448,1,outside_london
E01032837,1,outside_london
E01005353,1,outside_london
E01005574,1,outside_london
E01007872,1,outside_london
E01020146,1,outside_london
E01019367,1,outside_london
E01029227,1,outside_london
E01023670,1,outside_london
E01030168,1,outside_london
E01032704,1,outside_london
E01024663,1,outside_london
E01024761,1,outside_london
E01025591,1,outside_london
E01017701,1,outside_london
E01004845,1,outside_london
E01024120,1,outside_london
E01021511,1,outside_london
E01017380,1,outside_london
E01022174,1,outside_london
E01028461,1,outside_london
E01019528,1,outside_london
E01021769,1,outside_london
E01028202,1,outside_london
E01024271,1,outside_london
W01001932,1,outside_london
W01000083,1,outside_london
E01027611,1,outside_london
E01033109,1,outside_london
E01025150,1,outside_london
E01024356,1,outside_london
W01001669,1,outside_london
E01027199,1,outside_london
E01015171,1,outside_london
E01023119,1,outside_london
E01017142,1,outside_london
E01023753,1,outside_london
E01024777,1,outside_london
E01028741,1,outside_london
E01011926,1,outside_london
E01012510,1,outside_london
E01030263,1,outside_london
E01028778,1,outside_london
E01028809,1,outside_london
E01032960,1,outside_london
E01017727,1,outside_london
E01021262,1,outside_london
E01032725,1,outside_london
E01010620,1,outside_london
E01010867,1,outside_london
E01016876,1,outside_london
E01032717,1,outside_london
E01031523,1,outside_london
E01018956,1,outside_london
E01018758,1,outside_london
E01020643,1,outside_london
E01027577,1,outside_london
E01023428,1,outside_london
E01013572,1,outside_london
E01023504,1,outside_london
E01022671,1,outside_london
E01021868,1,outside_london
E01017367,1,outside_london
E01011137,1,outside_london
E01011520,1,outside_london
E01024380,1,outside_london
E01005193,1,outside_london
E01005220,1,outside_london
E01029532,1,outside_london
E01023627,1,outside_london
E01013861,1,outside_london
E01015064,1,outside_london
E01005484,1,outside_london
E01007810,1,outside_london
E01010082,1,outside_london
E01028867,1,outside_london
E01018281,1,outside_london
E01026910,1,outside_london
E01027276,1,outside_london
E01014273,1,outside_london
E01030778,1,outside_london
E01022456,1,outside_london
E01015259,1,outside_london
E01011916,1,outside_london
E01020560,1,outside_london
E01023275,1,outside_london
E01032761,1,outside_london
E01010471,1,outside_london
E01031448,1,outside_london
E01021259,1,outside_london
E01017550,1,outside_london
E01009130,1,outside_london
E01009413,1,outside_london
E01012588,1,outside_london
E01014691,1,outside_london
E01033350,1,outside_london
E01014699,1,outside_london
E01010942,1,outside_london
E01024061,1,outside_london
E01017446,1,outside_london
E01031531,1,outside_london
E01018815,1,outside_london
E01020637,1,outside_london
E01009664,1,outside_london
E01009558,1,outside_london
E01013529,1,outside_london
E01013588,1,outside_london
E01022666,1,outside_london
E01018083,1,outside_london
E01018162,1,outside_london
E01018148,1,outside_london
E01011206,1,outside_london
E01013783,1,outside_london
E01032505,1,outside_london
E01029050,1,outside_london
E01031759,1,outside_london
E01016824,1,outside_london
W01001691,1,outside_london
E01014813,1,outside_london
E01013865,1,outside_london
E01028556,1,outside_london
E01032239,1,outside_london
E01008082,1,outside_london
E01006842,1,outside_london
E01022055,1,outside_london
E01022040,1,outside_london
E01024844,1,outside_london
E01030256,1,outside_london
E01032022,1,outside_london
E01031835,1,outside_london
E01019137,1,outside_london
E01017639,1,outside_london
E01022548,1,outside_london
E01028029,1,outside_london
E01014416,1,outside_london
E01009301,1,outside_london
E01012622,1,outside_london
E01004884,1,outside_london
E01016250,1,outside_london
E01010782,1,outside_london
E01010842,1,outside_london
E01026441,1,outside_london
E01026532,1,outside_london
W01001366,1,outside_london
E01019547,1,outside_london
E01018991,1,outside_london
E01022182,1,outside_london
E01022207,1,outside_london
E01020602,1,outside_london
E01020689,1,outside_london
E01009578,1,outside_london
E01009679,1,outside_london
W01000250,1,outside_london
E01029956,1,outside_london
E01018145,1,outside_london
E01017346,1,outside_london
E01012773,1,outside_london
E01006414,1,outside_london
E01011599,1,outside_london
E01013641,1,outside_london
E01005166,1,outside_london
E01016138,1,outside_london
E01016058,1,outside_london
E01012039,1,outside_london
E01016801,1,outside_london
E01030525,1,outside_london
E01029570,1,outside_london
E01023052,1,outside_london
W01001611,1,outside_london
E01025286,1,outside_london
E01010099,1,outside_london
E01024536,1,outside_london
E01017207,1,outside_london
E01015853,1,outside_london
E01015889,1,outside_london
E01026331,1,outside_london
E01032983,1,outside_london
E01008744,1,outside_london
E01020229,1,outside_london
E01014153,1,outside_london
E01014181,1,outside_london
W01001110,1,outside_london
E01028719,1,outside_london
E01010327,1,outside_london
E01030937,1,outside_london
E01030942,1,outside_london
E01010430,1,outside_london
E01032404,1,outside_london
E01031350,1,outside_london
E01014464,1,outside_london
E01033646,1,outside_london
E01004938,1,outside_london
E01015310,1,outside_london
E01010665,1,outside_london
E01026437,1,outside_london
E01017984,1,outside_london
E01025682,1,outside_london
E01021617,1,outside_london
E01021641,1,outside_london
E01018764,1,outside_london
E01020679,1,outside_london
E01009618,1,outside_london
E01031600,1,outside_london
E01031566,1,outside_london
E01026630,1,outside_london
E01011739,1,outside_london
E01005205,1,outside_london
E01005145,1,outside_london
E01005299,1,outside_london
E01012019,1,outside_london
E01031703,1,outside_london
E01023586,1,outside_london
E01015878,1,outside_london
E01025411,1,outside_london
E01023665,1,outside_london
E01005848,1,outside_london
E01014336,1,outside_london
E01006061,1,outside_london
E01006072,1,outside_london
E01022433,1,outside_london
E01024693,1,outside_london
E01028738,1,outside_london
E01030908,1,outside_london
E01021284,1,outside_london
E01014389,1,outside_london
E01010857,1,outside_london
E01014630,1,outside_london
E01017562,1,outside_london
E01021616,1,outside_london
E01031527,1,outside_london
E01020350,1,outside_london
W01000146,1,outside_london
E01018760,1,outside_london
E01020716,1,outside_london
E01018064,1,outside_london
E01022309,1,outside_london
E01027629,1,outside_london
E01022911,1,outside_london
E01018184,1,outside_london
E01011029,1,outside_london
E01011381,1,outside_london
E01029513,1,outside_london
E01024321,1,outside_london
E01031760,1,outside_london
E01013827,1,outside_london
E01015683,1,outside_london
E01015402,1,outside_london
E01005619,1,outside_london
E01020161,1,outside_london
E01020167,1,outside_london
E01014251,1,outside_london
E01005973,1,outside_london
E01030842,1,outside_london
W01001082,1,outside_london
E01024825,1,outside_london
E01021218,1,outside_london
E01021211,1,outside_london
E01016325,1,outside_london
E01016690,1,outside_london
E01032387,1,outside_london
E01032464,1,outside_london
E01031430,1,outside_london
E01021328,1,outside_london
E01022481,1,outside_london
E01009029,1,outside_london
E01016909,1,outside_london
E01017948,1,outside_london
E01017991,1,outside_london
W01001698,1,outside_london
E01028467,1,outside_london
E01018560,1,outside_london
E01018551,1,outside_london
E01018962,1,outside_london
E01023386,1,outside_london
E01013479,1,outside_london
E01024240,1,outside_london
E01030371,1,outside_london
E01022296,1,outside_london
E01018127,1,outside_london
E01011045,1,outside_london
E01032506,1,outside_london
E01024331,1,outside_london
E01016025,1,outside_london
E01031714,1,outside_london
E01008449,1,outside_london
E01013958,1,outside_london
E01028579,1,outside_london
E01017128,1,outside_london
E01016404,1,outside_london
E01005483,1,outside_london
E01010132,1,outside_london
E01010168,1,outside_london
