borough_gss,borough_name,year,metric,value,source,geography_native,notes
E09000005,Brent,2005,life_expectancy_birth_male,77.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 76.7-77.7"
E09000005,Brent,2006,life_expectancy_65_female,21.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 21-21.7"
E09000005,Brent,2006,life_expectancy_65_male,18.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 17.8-18.6"
E09000005,Brent,2006,life_expectancy_birth_female,83.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 82.6-83.6"
E09000005,Brent,2006,life_expectancy_birth_male,77.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 77.3-78.3"
E09000005,Brent,2007,life_expectancy_65_female,21.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 21.4-22.2"
E09000005,Brent,2007,life_expectancy_65_male,18.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 17.9-18.8"
E09000005,Brent,2007,life_expectancy_birth_female,83.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 82.9-83.9"
E09000005,Brent,2007,life_expectancy_birth_male,78.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 77.6-78.6"
E09000005,Brent,2008,life_expectancy_65_female,22,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 21.6-22.4"
E09000005,Brent,2008,life_expectancy_65_male,18.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 18.2-19"
E09000005,Brent,2008,life_expectancy_birth_female,83.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 83-84"
E09000005,Brent,2008,life_expectancy_birth_male,78.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 77.9-78.8"
E09000005,Brent,2009,life_expectancy_65_female,22,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2007 to 2009 assigned to END year; higher_is_better; 95% CI 21.6-22.4"
E09000005,Brent,2009,life_expectancy_65_male,18.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2007 to 2009 assigned to END year; higher_is_better; 95% CI 18.1-18.9"
E09000005,Brent,2009,life_expectancy_birth_female,83.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2007 to 2009 assigned to END year; higher_is_better; 95% CI 83.1-84.1"
E09000005,Brent,2009,life_expectancy_birth_male,78.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2007 to 2009 assigned to END year; higher_is_better; 95% CI 78.1-79.1"
E09000005,Brent,2010,life_expectancy_65_female,21.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2008 to 2010 assigned to END year; higher_is_better; 95% CI 21.4-22.2"
E09000005,Brent,2010,life_expectancy_65_male,18.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2008 to 2010 assigned to END year; higher_is_better; 95% CI 18.4-19.1"
E09000005,Brent,2010,life_expectancy_birth_female,83.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2008 to 2010 assigned to END year; higher_is_better; 95% CI 83.1-84"
E09000005,Brent,2010,life_expectancy_birth_male,79.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2008 to 2010 assigned to END year; higher_is_better; 95% CI 78.6-79.5"
E09000005,Brent,2011,life_expectancy_65_female,22.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2009 to 2011 assigned to END year; higher_is_better; 95% CI 21.8-22.6"
E09000005,Brent,2011,life_expectancy_65_male,19.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2009 to 2011 assigned to END year; higher_is_better; 95% CI 18.7-19.5"
E09000005,Brent,2011,life_expectancy_birth_female,84.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2009 to 2011 assigned to END year; higher_is_better; 95% CI 83.6-84.5"
E09000005,Brent,2011,life_expectancy_birth_male,79.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2009 to 2011 assigned to END year; higher_is_better; 95% CI 79.1-80"
E09000005,Brent,2012,life_expectancy_65_female,22,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2010 to 2012 assigned to END year; higher_is_better; 95% CI 21.7-22.4"
E09000005,Brent,2012,life_expectancy_65_male,18.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2010 to 2012 assigned to END year; higher_is_better; 95% CI 18.5-19.3"
E09000005,Brent,2012,life_expectancy_birth_female,84.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2010 to 2012 assigned to END year; higher_is_better; 95% CI 83.7-84.6"
E09000005,Brent,2012,life_expectancy_birth_male,79.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2010 to 2012 assigned to END year; higher_is_better; 95% CI 79.1-80.1"
E09000005,Brent,2013,life_expectancy_65_female,22.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2011 to 2013 assigned to END year; higher_is_better; 95% CI 21.8-22.6"
E09000005,Brent,2013,life_expectancy_65_male,19,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2011 to 2013 assigned to END year; higher_is_better; 95% CI 18.6-19.4"
E09000005,Brent,2013,life_expectancy_birth_female,84.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2011 to 2013 assigned to END year; higher_is_better; 95% CI 83.9-84.8"
E09000005,Brent,2013,life_expectancy_birth_male,79.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2011 to 2013 assigned to END year; higher_is_better; 95% CI 79.3-80.2"
E09000005,Brent,2014,life_expectancy_65_female,22.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2012 to 2014 assigned to END year; higher_is_better; 95% CI 21.8-22.6"
E09000005,Brent,2014,life_expectancy_65_male,18.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2012 to 2014 assigned to END year; higher_is_better; 95% CI 18.5-19.2"
E09000005,Brent,2014,life_expectancy_birth_female,84.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2012 to 2014 assigned to END year; higher_is_better; 95% CI 84.1-85"
E09000005,Brent,2014,life_expectancy_birth_male,79.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2012 to 2014 assigned to END year; higher_is_better; 95% CI 79.4-80.3"
E09000005,Brent,2015,life_expectancy_65_female,22.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2013 to 2015 assigned to END year; higher_is_better; 95% CI 21.9-22.7"
E09000005,Brent,2015,life_expectancy_65_male,18.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2013 to 2015 assigned to END year; higher_is_better; 95% CI 18.5-19.2"
E09000005,Brent,2015,life_expectancy_birth_female,84.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2013 to 2015 assigned to END year; higher_is_better; 95% CI 84.4-85.2"
E09000005,Brent,2015,life_expectancy_birth_male,79.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2013 to 2015 assigned to END year; higher_is_better; 95% CI 79.4-80.2"
E09000005,Brent,2016,life_expectancy_65_female,22.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2014 to 2016 assigned to END year; higher_is_better; 95% CI 22-22.8"
E09000005,Brent,2016,life_expectancy_65_male,18.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2014 to 2016 assigned to END year; higher_is_better; 95% CI 18.6-19.3"
E09000005,Brent,2016,life_expectancy_birth_female,84.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2014 to 2016 assigned to END year; higher_is_better; 95% CI 84.5-85.4"
E09000005,Brent,2016,life_expectancy_birth_male,80,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2014 to 2016 assigned to END year; higher_is_better; 95% CI 79.5-80.4"
E09000005,Brent,2017,life_expectancy_65_female,22.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2015 to 2017 assigned to END year; higher_is_better; 95% CI 21.8-22.6"
E09000005,Brent,2017,life_expectancy_65_male,19.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2015 to 2017 assigned to END year; higher_is_better; 95% CI 18.7-19.5"
E09000005,Brent,2017,life_expectancy_birth_female,84.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2015 to 2017 assigned to END year; higher_is_better; 95% CI 84.3-85.2"
E09000005,Brent,2017,life_expectancy_birth_male,80,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2015 to 2017 assigned to END year; higher_is_better; 95% CI 79.6-80.4"
E09000005,Brent,2018,life_expectancy_65_female,22.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2016 to 2018 assigned to END year; higher_is_better; 95% CI 22-22.7"
E09000005,Brent,2018,life_expectancy_65_male,19.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2016 to 2018 assigned to END year; higher_is_better; 95% CI 19.2-19.9"
E09000005,Brent,2018,life_expectancy_birth_female,84.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2016 to 2018 assigned to END year; higher_is_better; 95% CI 84.4-85.2"
E09000005,Brent,2018,life_expectancy_birth_male,80.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2016 to 2018 assigned to END year; higher_is_better; 95% CI 79.9-80.8"
E09000005,Brent,2019,life_expectancy_65_female,22.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2017 to 2019 assigned to END year; higher_is_better; 95% CI 22.1-22.9"
E09000005,Brent,2019,life_expectancy_65_male,19.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2017 to 2019 assigned to END year; higher_is_better; 95% CI 19.4-20.2"
E09000005,Brent,2019,life_expectancy_birth_female,85.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2017 to 2019 assigned to END year; higher_is_better; 95% CI 84.7-85.5"
E09000005,Brent,2019,life_expectancy_birth_male,80.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2017 to 2019 assigned to END year; higher_is_better; 95% CI 80.4-81.2"
E09000005,Brent,2020,life_expectancy_65_female,22.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2018 to 2020 assigned to END year; higher_is_better; 95% CI 21.8-22.5"
E09000005,Brent,2020,life_expectancy_65_male,19,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2018 to 2020 assigned to END year; higher_is_better; 95% CI 18.7-19.4"
E09000005,Brent,2020,life_expectancy_birth_female,84.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2018 to 2020 assigned to END year; higher_is_better; 95% CI 84.2-85"
E09000005,Brent,2020,life_expectancy_birth_male,79.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2018 to 2020 assigned to END year; higher_is_better; 95% CI 79.4-80.2"
E09000005,Brent,2021,life_expectancy_65_female,21.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 21.5-22.2"
E09000005,Brent,2021,life_expectancy_65_male,18.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 18.2-18.8"
E09000005,Brent,2021,life_expectancy_birth_female,84.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 83.8-84.7"
E09000005,Brent,2021,life_expectancy_birth_male,79,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 78.6-79.4"
E09000005,Brent,2022,life_expectancy_65_female,21.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 21.5-22.2"
E09000005,Brent,2022,life_expectancy_65_male,18.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 17.9-18.5"
E09000005,Brent,2022,life_expectancy_birth_female,84.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 83.9-84.7"
E09000005,Brent,2022,life_expectancy_birth_male,78.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 78.1-78.9"
E09000005,Brent,2023,life_expectancy_65_female,22.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 22.2-22.9"
E09000005,Brent,2023,life_expectancy_65_male,18.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 18.5-19.2"
E09000005,Brent,2023,life_expectancy_birth_female,84.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 84.5-85.3"
E09000005,Brent,2023,life_expectancy_birth_male,79.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 79-79.8"
E09000005,Brent,2024,life_expectancy_65_female,23,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 22.6-23.3"
E09000005,Brent,2024,life_expectancy_65_male,19.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 19-19.7"
E09000005,Brent,2024,life_expectancy_birth_female,85.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 85.1-86"
E09000005,Brent,2024,life_expectancy_birth_male,80,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 79.6-80.4"
E09000006,Bromley,2003,life_expectancy_65_female,20.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 19.8-20.3"
E09000006,Bromley,2003,life_expectancy_65_male,17.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 16.8-17.4"
E09000006,Bromley,2003,life_expectancy_birth_female,82,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 81.7-82.4"
E09000006,Bromley,2003,life_expectancy_birth_male,77.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 77.3-78.1"
E09000006,Bromley,2004,life_expectancy_65_female,20.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 20.1-20.6"
E09000006,Bromley,2004,life_expectancy_65_male,17.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 17.1-17.7"
E09000006,Bromley,2004,life_expectancy_birth_female,82.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 81.9-82.7"
E09000006,Bromley,2004,life_expectancy_birth_male,78.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 77.7-78.5"
E09000006,Bromley,2005,life_expectancy_65_female,20.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 20.3-20.8"
E09000006,Bromley,2005,life_expectancy_65_male,17.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 17.5-18"
E09000006,Bromley,2005,life_expectancy_birth_female,82.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 82.2-83"
E09000006,Bromley,2005,life_expectancy_birth_male,78.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 78.1-78.9"
E09000006,Bromley,2006,life_expectancy_65_female,21.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 20.8-21.3"
E09000006,Bromley,2006,life_expectancy_65_male,18.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 17.8-18.4"
E09000006,Bromley,2006,life_expectancy_birth_female,83.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 82.9-83.6"
E09000006,Bromley,2006,life_expectancy_birth_male,79,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 78.6-79.4"
E09000006,Bromley,2007,life_expectancy_65_female,21.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 20.9-21.4"
E09000006,Bromley,2007,life_expectancy_65_male,18.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 18-18.6"
E09000006,Bromley,2007,life_expectancy_birth_female,83.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 83-83.7"
E09000006,Bromley,2007,life_expectancy_birth_male,79.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 78.9-79.7"
E09000006,Bromley,2008,life_expectancy_65_female,21.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 20.9-21.4"
E09000006,Bromley,2008,life_expectancy_65_male,18.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 18.2-18.7"
E09000006,Bromley,2008,life_expectancy_birth_female,83.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 83.1-83.8"
E09000006,Bromley,2008,life_expectancy_birth_male,79.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 79.1-79.9"
E09000006,Bromley,2009,life_expectancy_65_female,21.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2007 to 2009 assigned to END year; higher_is_better; 95% CI 21-21.5"
E09000006,Bromley,2009,life_expectancy_65_male,18.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2007 to 2009 assigned to END year; higher_is_better; 95% CI 18.2-18.8"
E09000006,Bromley,2009,life_expectancy_birth_female,83.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2007 to 2009 assigned to END year; higher_is_better; 95% CI 83.2-83.9"
E09000006,Bromley,2009,life_expectancy_birth_male,79.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2007 to 2009 assigned to END year; higher_is_better; 95% CI 79.3-80.1"
E09000006,Bromley,2010,life_expectancy_65_female,21.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2008 to 2010 assigned to END year; higher_is_better; 95% CI 21.2-21.7"
E09000006,Bromley,2010,life_expectancy_65_male,18.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2008 to 2010 assigned to END year; higher_is_better; 95% CI 18.5-19.1"
E09000006,Bromley,2010,life_expectancy_birth_female,83.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2008 to 2010 assigned to END year; higher_is_better; 95% CI 83.6-84.3"
E09000006,Bromley,2010,life_expectancy_birth_male,80,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2008 to 2010 assigned to END year; higher_is_better; 95% CI 79.6-80.4"
E09000006,Bromley,2011,life_expectancy_65_female,21.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2009 to 2011 assigned to END year; higher_is_better; 95% CI 21.5-22"
E09000006,Bromley,2011,life_expectancy_65_male,19,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2009 to 2011 assigned to END year; higher_is_better; 95% CI 18.7-19.3"
E09000006,Bromley,2011,life_expectancy_birth_female,84.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2009 to 2011 assigned to END year; higher_is_better; 95% CI 83.9-84.6"
E09000006,Bromley,2011,life_expectancy_birth_male,80.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2009 to 2011 assigned to END year; higher_is_better; 95% CI 80.1-80.9"
E09000006,Bromley,2012,life_expectancy_65_female,21.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2010 to 2012 assigned to END year; higher_is_better; 95% CI 21.4-22"
E09000006,Bromley,2012,life_expectancy_65_male,19.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2010 to 2012 assigned to END year; higher_is_better; 95% CI 19-19.6"
E09000006,Bromley,2012,life_expectancy_birth_female,84.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2010 to 2012 assigned to END year; higher_is_better; 95% CI 84-84.7"
E09000006,Bromley,2012,life_expectancy_birth_male,80.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2010 to 2012 assigned to END year; higher_is_better; 95% CI 80.4-81.2"
E09000006,Bromley,2013,life_expectancy_65_female,22,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2011 to 2013 assigned to END year; higher_is_better; 95% CI 21.7-22.3"
E09000006,Bromley,2013,life_expectancy_65_male,19.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2011 to 2013 assigned to END year; higher_is_better; 95% CI 19.1-19.7"
E09000006,Bromley,2013,life_expectancy_birth_female,84.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2011 to 2013 assigned to END year; higher_is_better; 95% CI 84.4-85.1"
E09000006,Bromley,2013,life_expectancy_birth_male,81.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2011 to 2013 assigned to END year; higher_is_better; 95% CI 80.7-81.5"
E09000006,Bromley,2014,life_expectancy_65_female,22,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2012 to 2014 assigned to END year; higher_is_better; 95% CI 21.8-22.3"
E09000006,Bromley,2014,life_expectancy_65_male,19.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2012 to 2014 assigned to END year; higher_is_better; 95% CI 19.2-19.8"
E09000006,Bromley,2014,life_expectancy_birth_female,84.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2012 to 2014 assigned to END year; higher_is_better; 95% CI 84.4-85.1"
E09000006,Bromley,2014,life_expectancy_birth_male,81.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2012 to 2014 assigned to END year; higher_is_better; 95% CI 80.8-81.6"
E09000006,Bromley,2015,life_expectancy_65_female,22.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2013 to 2015 assigned to END year; higher_is_better; 95% CI 22.1-22.6"
E09000006,Bromley,2015,life_expectancy_65_male,19.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2013 to 2015 assigned to END year; higher_is_better; 95% CI 19.3-19.8"
E09000006,Bromley,2015,life_expectancy_birth_female,85.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2013 to 2015 assigned to END year; higher_is_better; 95% CI 84.7-85.4"
E09000006,Bromley,2015,life_expectancy_birth_male,81.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2013 to 2015 assigned to END year; higher_is_better; 95% CI 80.9-81.7"
E09000006,Bromley,2016,life_expectancy_65_female,22.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2014 to 2016 assigned to END year; higher_is_better; 95% CI 22-22.5"
E09000006,Bromley,2016,life_expectancy_65_male,19.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2014 to 2016 assigned to END year; higher_is_better; 95% CI 19.3-19.8"
E09000006,Bromley,2016,life_expectancy_birth_female,84.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2014 to 2016 assigned to END year; higher_is_better; 95% CI 84.5-85.2"
E09000006,Bromley,2016,life_expectancy_birth_male,81.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2014 to 2016 assigned to END year; higher_is_better; 95% CI 80.9-81.7"
E09000006,Bromley,2017,life_expectancy_65_female,22.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2015 to 2017 assigned to END year; higher_is_better; 95% CI 22.1-22.7"
