borough_gss,borough_name,year,metric,value,source,geography_native,notes
E09000018,Hounslow,2010,life_expectancy_birth_female,82.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2008 to 2010 assigned to END year; higher_is_better; 95% CI 82.1-83"
E09000018,Hounslow,2010,life_expectancy_birth_male,78.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2008 to 2010 assigned to END year; higher_is_better; 95% CI 78.1-79.1"
E09000018,Hounslow,2011,life_expectancy_65_female,21.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2009 to 2011 assigned to END year; higher_is_better; 95% CI 20.7-21.5"
E09000018,Hounslow,2011,life_expectancy_65_male,18.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2009 to 2011 assigned to END year; higher_is_better; 95% CI 18-18.8"
E09000018,Hounslow,2011,life_expectancy_birth_female,82.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2009 to 2011 assigned to END year; higher_is_better; 95% CI 82.3-83.3"
E09000018,Hounslow,2011,life_expectancy_birth_male,79,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2009 to 2011 assigned to END year; higher_is_better; 95% CI 78.5-79.5"
E09000018,Hounslow,2012,life_expectancy_65_female,21.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2010 to 2012 assigned to END year; higher_is_better; 95% CI 20.9-21.7"
E09000018,Hounslow,2012,life_expectancy_65_male,18.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2010 to 2012 assigned to END year; higher_is_better; 95% CI 18-18.8"
E09000018,Hounslow,2012,life_expectancy_birth_female,83,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2010 to 2012 assigned to END year; higher_is_better; 95% CI 82.6-83.5"
E09000018,Hounslow,2012,life_expectancy_birth_male,79.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2010 to 2012 assigned to END year; higher_is_better; 95% CI 78.9-79.9"
E09000018,Hounslow,2013,life_expectancy_65_female,21.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2011 to 2013 assigned to END year; higher_is_better; 95% CI 20.9-21.7"
E09000018,Hounslow,2013,life_expectancy_65_male,18.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2011 to 2013 assigned to END year; higher_is_better; 95% CI 18.2-18.9"
E09000018,Hounslow,2013,life_expectancy_birth_female,83.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2011 to 2013 assigned to END year; higher_is_better; 95% CI 82.7-83.7"
E09000018,Hounslow,2013,life_expectancy_birth_male,79.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2011 to 2013 assigned to END year; higher_is_better; 95% CI 79.1-80"
E09000018,Hounslow,2014,life_expectancy_65_female,21.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2012 to 2014 assigned to END year; higher_is_better; 95% CI 21.2-22"
E09000018,Hounslow,2014,life_expectancy_65_male,18.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2012 to 2014 assigned to END year; higher_is_better; 95% CI 18-18.8"
E09000018,Hounslow,2014,life_expectancy_birth_female,83.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2012 to 2014 assigned to END year; higher_is_better; 95% CI 83.3-84.2"
E09000018,Hounslow,2014,life_expectancy_birth_male,79.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2012 to 2014 assigned to END year; higher_is_better; 95% CI 79.3-80.2"
E09000018,Hounslow,2015,life_expectancy_65_female,21.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2013 to 2015 assigned to END year; higher_is_better; 95% CI 21.2-22"
E09000018,Hounslow,2015,life_expectancy_65_male,18.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2013 to 2015 assigned to END year; higher_is_better; 95% CI 18.2-18.9"
E09000018,Hounslow,2015,life_expectancy_birth_female,84.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2013 to 2015 assigned to END year; higher_is_better; 95% CI 83.6-84.6"
E09000018,Hounslow,2015,life_expectancy_birth_male,79.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2013 to 2015 assigned to END year; higher_is_better; 95% CI 79.3-80.2"
E09000018,Hounslow,2016,life_expectancy_65_female,21.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2014 to 2016 assigned to END year; higher_is_better; 95% CI 21.4-22.2"
E09000018,Hounslow,2016,life_expectancy_65_male,18.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2014 to 2016 assigned to END year; higher_is_better; 95% CI 18.2-19"
E09000018,Hounslow,2016,life_expectancy_birth_female,84.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2014 to 2016 assigned to END year; higher_is_better; 95% CI 83.8-84.7"
E09000018,Hounslow,2016,life_expectancy_birth_male,79.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2014 to 2016 assigned to END year; higher_is_better; 95% CI 79.4-80.4"
E09000018,Hounslow,2017,life_expectancy_65_female,21.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2015 to 2017 assigned to END year; higher_is_better; 95% CI 21-21.8"
E09000018,Hounslow,2017,life_expectancy_65_male,18.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2015 to 2017 assigned to END year; higher_is_better; 95% CI 18.4-19.1"
E09000018,Hounslow,2017,life_expectancy_birth_female,84,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2015 to 2017 assigned to END year; higher_is_better; 95% CI 83.5-84.4"
E09000018,Hounslow,2017,life_expectancy_birth_male,79.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2015 to 2017 assigned to END year; higher_is_better; 95% CI 79.5-80.4"
E09000018,Hounslow,2018,life_expectancy_65_female,21.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2016 to 2018 assigned to END year; higher_is_better; 95% CI 21-21.7"
E09000018,Hounslow,2018,life_expectancy_65_male,18.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2016 to 2018 assigned to END year; higher_is_better; 95% CI 18.3-19.1"
E09000018,Hounslow,2018,life_expectancy_birth_female,83.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2016 to 2018 assigned to END year; higher_is_better; 95% CI 83.3-84.2"
E09000018,Hounslow,2018,life_expectancy_birth_male,79.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2016 to 2018 assigned to END year; higher_is_better; 95% CI 79.5-80.4"
E09000018,Hounslow,2019,life_expectancy_65_female,21.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2017 to 2019 assigned to END year; higher_is_better; 95% CI 21.2-21.9"
E09000018,Hounslow,2019,life_expectancy_65_male,18.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2017 to 2019 assigned to END year; higher_is_better; 95% CI 18.4-19.1"
E09000018,Hounslow,2019,life_expectancy_birth_female,83.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2017 to 2019 assigned to END year; higher_is_better; 95% CI 83.5-84.4"
E09000018,Hounslow,2019,life_expectancy_birth_male,80.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2017 to 2019 assigned to END year; higher_is_better; 95% CI 79.7-80.5"
E09000018,Hounslow,2020,life_expectancy_65_female,21.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2018 to 2020 assigned to END year; higher_is_better; 95% CI 21.1-21.8"
E09000018,Hounslow,2020,life_expectancy_65_male,18.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2018 to 2020 assigned to END year; higher_is_better; 95% CI 17.9-18.6"
E09000018,Hounslow,2020,life_expectancy_birth_female,83.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2018 to 2020 assigned to END year; higher_is_better; 95% CI 83.2-84.1"
E09000018,Hounslow,2020,life_expectancy_birth_male,79.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2018 to 2020 assigned to END year; higher_is_better; 95% CI 78.9-79.7"
E09000018,Hounslow,2021,life_expectancy_65_female,21.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 20.9-21.6"
E09000018,Hounslow,2021,life_expectancy_65_male,18.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 17.8-18.5"
E09000018,Hounslow,2021,life_expectancy_birth_female,83.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 83-83.9"
E09000018,Hounslow,2021,life_expectancy_birth_male,78.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 78.5-79.4"
E09000018,Hounslow,2022,life_expectancy_65_female,21.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 20.9-21.5"
E09000018,Hounslow,2022,life_expectancy_65_male,18.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 17.9-18.6"
E09000018,Hounslow,2022,life_expectancy_birth_female,83.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 83.1-83.9"
E09000018,Hounslow,2022,life_expectancy_birth_male,79,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 78.5-79.4"
E09000018,Hounslow,2023,life_expectancy_65_female,21.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 21.3-22"
E09000018,Hounslow,2023,life_expectancy_65_male,18.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 18.6-19.3"
E09000018,Hounslow,2023,life_expectancy_birth_female,84,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 83.6-84.4"
E09000018,Hounslow,2023,life_expectancy_birth_male,79.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 79.2-80.1"
E09000018,Hounslow,2024,life_expectancy_65_female,22.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 21.9-22.6"
E09000018,Hounslow,2024,life_expectancy_65_male,19.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 19.1-19.8"
E09000018,Hounslow,2024,life_expectancy_birth_female,84.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 84.3-85.1"
E09000018,Hounslow,2024,life_expectancy_birth_male,80.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 79.8-80.8"
E09000019,Islington,2003,life_expectancy_65_female,18.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 18.3-19.2"
E09000019,Islington,2003,life_expectancy_65_male,15.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 14.9-15.8"
E09000019,Islington,2003,life_expectancy_birth_female,79.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 78.9-80.1"
E09000019,Islington,2003,life_expectancy_birth_male,73.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 72.7-73.9"
E09000019,Islington,2004,life_expectancy_65_female,18.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 18.2-19.1"
E09000019,Islington,2004,life_expectancy_65_male,15.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 15.4-16.4"
E09000019,Islington,2004,life_expectancy_birth_female,79.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 78.9-80"
E09000019,Islington,2004,life_expectancy_birth_male,73.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 73.3-74.6"
E09000019,Islington,2005,life_expectancy_65_female,18.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 18.3-19.2"
E09000019,Islington,2005,life_expectancy_65_male,16.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 15.8-16.8"
E09000019,Islington,2005,life_expectancy_birth_female,79.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 79.2-80.3"
E09000019,Islington,2005,life_expectancy_birth_male,74.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 74-75.3"
E09000019,Islington,2006,life_expectancy_65_female,19.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 18.7-19.6"
E09000019,Islington,2006,life_expectancy_65_male,16.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 15.6-16.6"
E09000019,Islington,2006,life_expectancy_birth_female,80.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 79.5-80.7"
E09000019,Islington,2006,life_expectancy_birth_male,74.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 74.3-75.5"
E09000019,Islington,2007,life_expectancy_65_female,19.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 19-19.9"
E09000019,Islington,2007,life_expectancy_65_male,16.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 15.8-16.7"
E09000019,Islington,2007,life_expectancy_birth_female,80.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 80.4-81.5"
E09000019,Islington,2007,life_expectancy_birth_male,75.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 74.5-75.7"
E09000019,Islington,2008,life_expectancy_65_female,19.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 19.2-20.1"
E09000019,Islington,2008,life_expectancy_65_male,16.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 15.9-16.9"
E09000019,Islington,2008,life_expectancy_birth_female,81.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 80.5-81.7"
E09000019,Islington,2008,life_expectancy_birth_male,75.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 74.6-75.8"
E09000019,Islington,2009,life_expectancy_65_female,19.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2007 to 2009 assigned to END year; higher_is_better; 95% CI 19.2-20.1"
E09000019,Islington,2009,life_expectancy_65_male,16.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2007 to 2009 assigned to END year; higher_is_better; 95% CI 16.3-17.2"
E09000019,Islington,2009,life_expectancy_birth_female,81.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2007 to 2009 assigned to END year; higher_is_better; 95% CI 80.8-81.9"
E09000019,Islington,2009,life_expectancy_birth_male,75.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2007 to 2009 assigned to END year; higher_is_better; 95% CI 75.3-76.4"
E09000019,Islington,2010,life_expectancy_65_female,20,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2008 to 2010 assigned to END year; higher_is_better; 95% CI 19.5-20.5"
E09000019,Islington,2010,life_expectancy_65_male,17.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2008 to 2010 assigned to END year; higher_is_better; 95% CI 16.8-17.8"
E09000019,Islington,2010,life_expectancy_birth_female,81.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2008 to 2010 assigned to END year; higher_is_better; 95% CI 81-82.2"
E09000019,Islington,2010,life_expectancy_birth_male,76.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2008 to 2010 assigned to END year; higher_is_better; 95% CI 76-77.2"
E09000019,Islington,2011,life_expectancy_65_female,20.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2009 to 2011 assigned to END year; higher_is_better; 95% CI 19.9-20.9"
E09000019,Islington,2011,life_expectancy_65_male,17.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2009 to 2011 assigned to END year; higher_is_better; 95% CI 17-17.9"
E09000019,Islington,2011,life_expectancy_birth_female,82.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2009 to 2011 assigned to END year; higher_is_better; 95% CI 81.7-82.8"
E09000019,Islington,2011,life_expectancy_birth_male,77.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2009 to 2011 assigned to END year; higher_is_better; 95% CI 76.5-77.7"
E09000019,Islington,2012,life_expectancy_65_female,20.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2010 to 2012 assigned to END year; higher_is_better; 95% CI 20.4-21.4"
E09000019,Islington,2012,life_expectancy_65_male,17.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2010 to 2012 assigned to END year; higher_is_better; 95% CI 17-17.9"
E09000019,Islington,2012,life_expectancy_birth_female,82.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2010 to 2012 assigned to END year; higher_is_better; 95% CI 82.3-83.4"
E09000019,Islington,2012,life_expectancy_birth_male,77.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2010 to 2012 assigned to END year; higher_is_better; 95% CI 77-78.2"
E09000019,Islington,2013,life_expectancy_65_female,20.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2011 to 2013 assigned to END year; higher_is_better; 95% CI 20.4-21.4"
E09000019,Islington,2013,life_expectancy_65_male,17.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2011 to 2013 assigned to END year; higher_is_better; 95% CI 16.7-17.7"
E09000019,Islington,2013,life_expectancy_birth_female,83.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2011 to 2013 assigned to END year; higher_is_better; 95% CI 82.5-83.6"
E09000019,Islington,2013,life_expectancy_birth_male,77.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2011 to 2013 assigned to END year; higher_is_better; 95% CI 77.3-78.4"
E09000019,Islington,2014,life_expectancy_65_female,21.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2012 to 2014 assigned to END year; higher_is_better; 95% CI 20.6-21.6"
E09000019,Islington,2014,life_expectancy_65_male,17.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2012 to 2014 assigned to END year; higher_is_better; 95% CI 17.1-18"
E09000019,Islington,2014,life_expectancy_birth_female,83.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2012 to 2014 assigned to END year; higher_is_better; 95% CI 82.5-83.7"
E09000019,Islington,2014,life_expectancy_birth_male,78.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2012 to 2014 assigned to END year; higher_is_better; 95% CI 77.9-79"
E09000019,Islington,2015,life_expectancy_65_female,21,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2013 to 2015 assigned to END year; higher_is_better; 95% CI 20.5-21.4"
E09000019,Islington,2015,life_expectancy_65_male,17.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2013 to 2015 assigned to END year; higher_is_better; 95% CI 17.4-18.3"
E09000019,Islington,2015,life_expectancy_birth_female,82.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2013 to 2015 assigned to END year; higher_is_better; 95% CI 82.3-83.4"
E09000019,Islington,2015,life_expectancy_birth_male,78.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2013 to 2015 assigned to END year; higher_is_better; 95% CI 77.8-78.9"
E09000019,Islington,2016,life_expectancy_65_female,21,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2014 to 2016 assigned to END year; higher_is_better; 95% CI 20.5-21.6"
E09000019,Islington,2016,life_expectancy_65_male,18.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2014 to 2016 assigned to END year; higher_is_better; 95% CI 18-19"
E09000019,Islington,2016,life_expectancy_birth_female,83.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2014 to 2016 assigned to END year; higher_is_better; 95% CI 82.5-83.7"
E09000019,Islington,2016,life_expectancy_birth_male,78.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2014 to 2016 assigned to END year; higher_is_better; 95% CI 78.3-79.5"
E09000019,Islington,2017,life_expectancy_65_female,20.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2015 to 2017 assigned to END year; higher_is_better; 95% CI 20.3-21.2"
E09000019,Islington,2017,life_expectancy_65_male,18.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2015 to 2017 assigned to END year; higher_is_better; 95% CI 17.8-18.8"
E09000019,Islington,2017,life_expectancy_birth_female,82.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2015 to 2017 assigned to END year; higher_is_better; 95% CI 82.4-83.5"
E09000019,Islington,2017,life_expectancy_birth_male,78.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2015 to 2017 assigned to END year; higher_is_better; 95% CI 78.2-79.3"
E09000019,Islington,2018,life_expectancy_65_female,20.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2016 to 2018 assigned to END year; higher_is_better; 95% CI 20.4-21.3"
E09000019,Islington,2018,life_expectancy_65_male,18.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2016 to 2018 assigned to END year; higher_is_better; 95% CI 17.7-18.7"
E09000019,Islington,2018,life_expectancy_birth_female,82.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2016 to 2018 assigned to END year; higher_is_better; 95% CI 82.4-83.5"
E09000019,Islington,2018,life_expectancy_birth_male,78.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2016 to 2018 assigned to END year; higher_is_better; 95% CI 78.3-79.4"
E09000019,Islington,2019,life_expectancy_65_female,21,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2017 to 2019 assigned to END year; higher_is_better; 95% CI 20.6-21.5"
E09000019,Islington,2019,life_expectancy_65_male,18,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2017 to 2019 assigned to END year; higher_is_better; 95% CI 17.5-18.5"
E09000019,Islington,2019,life_expectancy_birth_female,83,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2017 to 2019 assigned to END year; higher_is_better; 95% CI 82.4-83.5"
E09000019,Islington,2019,life_expectancy_birth_male,78.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2017 to 2019 assigned to END year; higher_is_better; 95% CI 78.2-79.3"
E09000019,Islington,2020,life_expectancy_65_female,20.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2018 to 2020 assigned to END year; higher_is_better; 95% CI 20.2-21.1"
E09000019,Islington,2020,life_expectancy_65_male,17.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2018 to 2020 assigned to END year; higher_is_better; 95% CI 17.3-18.2"
E09000019,Islington,2020,life_expectancy_birth_female,82.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2018 to 2020 assigned to END year; higher_is_better; 95% CI 82.2-83.3"
E09000019,Islington,2020,life_expectancy_birth_male,78.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2018 to 2020 assigned to END year; higher_is_better; 95% CI 77.9-79"
E09000019,Islington,2021,life_expectancy_65_female,20.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 20-20.9"
E09000019,Islington,2021,life_expectancy_65_male,17.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 16.8-17.7"
E09000019,Islington,2021,life_expectancy_birth_female,82.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 82.2-83.3"
