borough_gss,borough_name,year,metric,value,source,geography_native,notes
E09000012,Hackney,2021,crime_rate_per_1000,158.58,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000012,Hackney,2022,crime_rate_per_1000,149.39,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000012,Hackney,2023,crime_rate_per_1000,146.32,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000012,Hackney,2024,crime_rate_per_1000,151.97,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000013,Hammersmith and Fulham,2011,crime_rate_per_1000,188.17,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000013,Hammersmith and Fulham,2012,crime_rate_per_1000,167.59,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000013,Hammersmith and Fulham,2013,crime_rate_per_1000,138.59,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000013,Hammersmith and Fulham,2014,crime_rate_per_1000,135.79,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000013,Hammersmith and Fulham,2015,crime_rate_per_1000,136.52,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000013,Hammersmith and Fulham,2016,crime_rate_per_1000,141.48,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000013,Hammersmith and Fulham,2017,crime_rate_per_1000,143.99,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000013,Hammersmith and Fulham,2018,crime_rate_per_1000,141.64,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000013,Hammersmith and Fulham,2019,crime_rate_per_1000,144.65,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000013,Hammersmith and Fulham,2020,crime_rate_per_1000,149.81,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000013,Hammersmith and Fulham,2021,crime_rate_per_1000,143.76,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000013,Hammersmith and Fulham,2022,crime_rate_per_1000,137.01,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000013,Hammersmith and Fulham,2023,crime_rate_per_1000,142.55,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000013,Hammersmith and Fulham,2024,crime_rate_per_1000,142.93,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000014,Haringey,2011,crime_rate_per_1000,160.09,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000014,Haringey,2012,crime_rate_per_1000,138.65,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000014,Haringey,2013,crime_rate_per_1000,116.84,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000014,Haringey,2014,crime_rate_per_1000,117.83,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000014,Haringey,2015,crime_rate_per_1000,116.99,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000014,Haringey,2016,crime_rate_per_1000,127.42,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000014,Haringey,2017,crime_rate_per_1000,135.64,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000014,Haringey,2018,crime_rate_per_1000,139.88,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000014,Haringey,2019,crime_rate_per_1000,140.72,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000014,Haringey,2020,crime_rate_per_1000,161.5,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000014,Haringey,2021,crime_rate_per_1000,147.12,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000014,Haringey,2022,crime_rate_per_1000,140.88,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000014,Haringey,2023,crime_rate_per_1000,142.01,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000014,Haringey,2024,crime_rate_per_1000,134.48,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000015,Harrow,2011,crime_rate_per_1000,90.41,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000015,Harrow,2012,crime_rate_per_1000,85.49,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000015,Harrow,2013,crime_rate_per_1000,73.55,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000015,Harrow,2014,crime_rate_per_1000,68.82,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000015,Harrow,2015,crime_rate_per_1000,67.48,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000015,Harrow,2016,crime_rate_per_1000,70.51,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000015,Harrow,2017,crime_rate_per_1000,70.22,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000015,Harrow,2018,crime_rate_per_1000,73.92,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000015,Harrow,2019,crime_rate_per_1000,82.23,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000015,Harrow,2020,crime_rate_per_1000,90.98,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000015,Harrow,2021,crime_rate_per_1000,77.39,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000015,Harrow,2022,crime_rate_per_1000,77.23,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000015,Harrow,2023,crime_rate_per_1000,74.72,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000015,Harrow,2024,crime_rate_per_1000,78.68,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000016,Havering,2011,crime_rate_per_1000,109.03,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000016,Havering,2012,crime_rate_per_1000,98.96,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000016,Havering,2013,crime_rate_per_1000,86.31,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000016,Havering,2014,crime_rate_per_1000,78.42,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000016,Havering,2015,crime_rate_per_1000,80.32,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000016,Havering,2016,crime_rate_per_1000,86.3,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000016,Havering,2017,crime_rate_per_1000,89.73,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000016,Havering,2018,crime_rate_per_1000,87.83,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000016,Havering,2019,crime_rate_per_1000,86.22,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000016,Havering,2020,crime_rate_per_1000,94.39,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000016,Havering,2021,crime_rate_per_1000,86.37,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000016,Havering,2022,crime_rate_per_1000,89.58,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000016,Havering,2023,crime_rate_per_1000,92.74,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000016,Havering,2024,crime_rate_per_1000,90.38,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000017,Hillingdon,2011,crime_rate_per_1000,150.09,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000017,Hillingdon,2012,crime_rate_per_1000,127,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000017,Hillingdon,2013,crime_rate_per_1000,107.85,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000017,Hillingdon,2014,crime_rate_per_1000,111.77,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000017,Hillingdon,2015,crime_rate_per_1000,107.89,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000017,Hillingdon,2016,crime_rate_per_1000,113.76,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000017,Hillingdon,2017,crime_rate_per_1000,119.46,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000017,Hillingdon,2018,crime_rate_per_1000,118.02,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000017,Hillingdon,2019,crime_rate_per_1000,122.26,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000017,Hillingdon,2020,crime_rate_per_1000,127.61,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000017,Hillingdon,2021,crime_rate_per_1000,111.34,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000017,Hillingdon,2022,crime_rate_per_1000,112.07,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000017,Hillingdon,2023,crime_rate_per_1000,108.81,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000017,Hillingdon,2024,crime_rate_per_1000,115.21,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000018,Hounslow,2011,crime_rate_per_1000,144.58,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000018,Hounslow,2012,crime_rate_per_1000,131.87,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000018,Hounslow,2013,crime_rate_per_1000,109.02,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000018,Hounslow,2014,crime_rate_per_1000,102.08,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000018,Hounslow,2015,crime_rate_per_1000,103.2,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000018,Hounslow,2016,crime_rate_per_1000,105.98,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000018,Hounslow,2017,crime_rate_per_1000,111.28,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000018,Hounslow,2018,crime_rate_per_1000,112.05,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000018,Hounslow,2019,crime_rate_per_1000,111.49,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000018,Hounslow,2020,crime_rate_per_1000,123.47,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000018,Hounslow,2021,crime_rate_per_1000,110.28,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000018,Hounslow,2022,crime_rate_per_1000,108.72,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000018,Hounslow,2023,crime_rate_per_1000,114.38,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000018,Hounslow,2024,crime_rate_per_1000,110.27,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000019,Islington,2011,crime_rate_per_1000,204.92,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000019,Islington,2012,crime_rate_per_1000,185.9,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000019,Islington,2013,crime_rate_per_1000,156.16,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000019,Islington,2014,crime_rate_per_1000,153.22,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000019,Islington,2015,crime_rate_per_1000,155.76,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000019,Islington,2016,crime_rate_per_1000,155.76,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000019,Islington,2017,crime_rate_per_1000,177.54,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000019,Islington,2018,crime_rate_per_1000,159.13,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000019,Islington,2019,crime_rate_per_1000,165.08,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000019,Islington,2020,crime_rate_per_1000,174.94,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000019,Islington,2021,crime_rate_per_1000,156.67,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000019,Islington,2022,crime_rate_per_1000,162.23,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000019,Islington,2023,crime_rate_per_1000,163.84,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000019,Islington,2024,crime_rate_per_1000,179.21,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000020,Kensington and Chelsea,2011,crime_rate_per_1000,174.01,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000020,Kensington and Chelsea,2012,crime_rate_per_1000,177.63,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000020,Kensington and Chelsea,2013,crime_rate_per_1000,153.19,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000020,Kensington and Chelsea,2014,crime_rate_per_1000,151.89,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000020,Kensington and Chelsea,2015,crime_rate_per_1000,154.94,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000020,Kensington and Chelsea,2016,crime_rate_per_1000,161.04,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000020,Kensington and Chelsea,2017,crime_rate_per_1000,170.82,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000020,Kensington and Chelsea,2018,crime_rate_per_1000,172.3,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000020,Kensington and Chelsea,2019,crime_rate_per_1000,190.9,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000020,Kensington and Chelsea,2020,crime_rate_per_1000,181.57,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000020,Kensington and Chelsea,2021,crime_rate_per_1000,172.71,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000020,Kensington and Chelsea,2022,crime_rate_per_1000,178.58,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000020,Kensington and Chelsea,2023,crime_rate_per_1000,182.54,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000020,Kensington and Chelsea,2024,crime_rate_per_1000,185.96,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000021,Kingston upon Thames,2011,crime_rate_per_1000,110.77,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000021,Kingston upon Thames,2012,crime_rate_per_1000,96.67,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000021,Kingston upon Thames,2013,crime_rate_per_1000,83.9,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000021,Kingston upon Thames,2014,crime_rate_per_1000,80.74,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000021,Kingston upon Thames,2015,crime_rate_per_1000,81.05,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000021,Kingston upon Thames,2016,crime_rate_per_1000,83.57,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000021,Kingston upon Thames,2017,crime_rate_per_1000,85.15,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000021,Kingston upon Thames,2018,crime_rate_per_1000,88.56,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000021,Kingston upon Thames,2019,crime_rate_per_1000,90.12,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000021,Kingston upon Thames,2020,crime_rate_per_1000,99.1,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000021,Kingston upon Thames,2021,crime_rate_per_1000,87.96,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000021,Kingston upon Thames,2022,crime_rate_per_1000,87.72,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000021,Kingston upon Thames,2023,crime_rate_per_1000,87.24,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000021,Kingston upon Thames,2024,crime_rate_per_1000,82.64,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000022,Lambeth,2011,crime_rate_per_1000,177,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000022,Lambeth,2012,crime_rate_per_1000,163.16,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000022,Lambeth,2013,crime_rate_per_1000,147.1,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000022,Lambeth,2014,crime_rate_per_1000,135.53,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000022,Lambeth,2015,crime_rate_per_1000,133.57,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000022,Lambeth,2016,crime_rate_per_1000,137.36,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000022,Lambeth,2017,crime_rate_per_1000,133.72,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000022,Lambeth,2018,crime_rate_per_1000,131.93,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000022,Lambeth,2019,crime_rate_per_1000,131.52,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000022,Lambeth,2020,crime_rate_per_1000,147.19,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000022,Lambeth,2021,crime_rate_per_1000,136.29,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000022,Lambeth,2022,crime_rate_per_1000,136.74,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000022,Lambeth,2023,crime_rate_per_1000,138.47,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000022,Lambeth,2024,crime_rate_per_1000,150.33,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000023,Lewisham,2011,crime_rate_per_1000,154.73,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000023,Lewisham,2012,crime_rate_per_1000,131.74,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000023,Lewisham,2013,crime_rate_per_1000,112.88,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000023,Lewisham,2014,crime_rate_per_1000,100.52,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000023,Lewisham,2015,crime_rate_per_1000,103.26,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000023,Lewisham,2016,crime_rate_per_1000,103.76,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000023,Lewisham,2017,crime_rate_per_1000,103.4,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000023,Lewisham,2018,crime_rate_per_1000,105.85,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000023,Lewisham,2019,crime_rate_per_1000,112.26,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000023,Lewisham,2020,crime_rate_per_1000,130.46,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000023,Lewisham,2021,crime_rate_per_1000,116.26,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000023,Lewisham,2022,crime_rate_per_1000,115.69,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000023,Lewisham,2023,crime_rate_per_1000,118.76,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000023,Lewisham,2024,crime_rate_per_1000,121.35,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000024,Merton,2011,crime_rate_per_1000,108.05,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000024,Merton,2012,crime_rate_per_1000,96.5,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000024,Merton,2013,crime_rate_per_1000,82.36,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000024,Merton,2014,crime_rate_per_1000,76.01,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
